number,name,position,height,weight,class,hometown
1,Raymond Davis,G,"6' 4""",NA,SR,NA
2,Gideon Gamble,G,"6' 7""",NA,FR,NA
3,Justin Burton,G,"5' 10""",NA,JR,NA
4,Reggie Middleton,G,"6' 1""",NA,SO,NA
5,Matt Morgan,C,"6' 9""",NA,SO,NA
10,Taylor Dunn,G,"6' 2""",NA,FR,NA
11,Reggie King,G,"6' 2""",NA,FR,NA
15,Andy Buechert,C,"6' 9""",NA,SR,NA
21,Andre Jones,G,"6' 2""",NA,SO,NA
22,Robbie Dreher,G,"6' 4""",NA,FR,NA
23,Chad Dewitt,G,"6' 2""",NA,SR,NA
30,Chris Malcolm,F,"6' 7""",NA,SO,NA
33,Mantoris Robinson,F,"6' 5""",NA,SR,NA
42,Charles Corbin,F,"6' 6""",NA,JR,NA
43,George Valentine,F,"6' 8""",NA,JR,NA
