number,name,position,height,weight,class,hometown
1,Victor Scott,G,"6' 3""",NA,FR,NA
3,Joe Hill,F,"6' 5""",NA,SO,NA
4,Brandan Smith,G,"5' 9""",NA,SR,NA
10,Alex Roberts,G,"6' 1""",NA,JR,NA
11,Archie Seals,G,"6' 2""",NA,JR,NA
15,Jonathan Montgomery,G,"6' 4""",NA,JR,NA
20,Christian Wall,G,"6' 1""",NA,JR,NA
21,Carl Montgomery,F,"6' 7""",NA,JR,NA
22,Damian Windham,F,"6' 4""",NA,JR,NA
24,Antonio Lofton,F,"6' 5""",NA,JR,NA
25,Kabangu Tshinga Kasamba,F,"6' 5""",NA,SO,NA
32,Marquis Young,C,"6' 9""",NA,SR,NA
35,Hajji Martin,F,"6' 8""",NA,JR,NA
44,Pawel Kielbasa,F,"6' 10""",NA,JR,NA
NA,Steve Martin,,NA,NA,SO,NA
NA,Steve Martin,,NA,NA,SO,NA
