number,name,position,height,weight,class,hometown
2,Eugene Phelps,F,"6' 6""",NA,SO,NA
3,Greg Plater,G,"6' 1""",NA,JR,NA
10,Arturas Lazdauskas,F,"6' 7""",NA,SR,NA
11,Lin Chang,F,"6' 9""",NA,SO,NA
14,Mike Vantrimpont,C,"7' 0""",NA,FR,NA
15,T.J. Robinson,F,"6' 8""",NA,SO,NA
20,Jerramy King,G,"5' 11""",NA,FR,NA
21,Larry Anderson,G,"6' 5""",NA,SO,NA
22,Casper Ware,G,"5' 9""",NA,SO,NA
24,Jesse Woodard,G,"6' 1""",NA,SO,NA
33,Stephan Gilling,G,"6' 2""",NA,SR,NA
34,Kyle Richardson,F,"6' 7""",NA,FR,NA
50,Andrew Fleming,C,"7' 0""",NA,SR,NA
