number,name,position,height,weight,class,hometown
0,Ogo Adegboye,G,"6' 0""",NA,JR,NA
4,Chris Matthews,G,"6' 4""",NA,SR,NA
5,Jonathan Hall,G,"6' 5""",NA,SR,NA
10,John Schitchtel,G,"6' 2""",NA,SO,NA
11,Demitrius Conger,G,"6' 6""",NA,FR,NA
20,Malcom Eleby,G,"6' 3""",NA,JR,NA
21,Da'Quan Cook,F,"6' 9""",NA,SO,NA
24,Lewis Leonard,G,"6' 4""",NA,JR,NA
32,Michael Davenport,G,"6' 4""",NA,SO,NA
33,Marquise Simmons,F,"6' 8""",NA,FR,NA
35,Brett Roseboro,F,"6' 10""",NA,FR,NA
44,Andrew Nicholson,F,"6' 9""",NA,SO,NA
45,Jake Houseknecht,F,"6' 9""",NA,FR,NA
55,Joe Bucher,,NA,NA,N/A,NA
