number,name,position,height,weight,class,hometown
1,Andre Malone,G,"6' 5""",NA,FR,NA
4,Lucas Hargrove,F,"6' 6""",NA,SR,NA
5,Ty Armstrong,F,"6' 9""",NA,FR,NA
10,Larry Williams Jr.,G,"6' 3""",NA,JR,NA
11,Josh Wallace,G,"5' 10""",NA,FR,NA
12,DeWayne Reed,G,"6' 1""",NA,SR,NA
15,Tony Neysmith,G,"6' 5""",NA,SO,NA
20,Frankie Sullivan,G,"6' 1""",NA,SO,NA
22,Kenny Gabriel,F,"5' 8""",NA,SO,NA
24,Tay Waller,G,"6' 2""",NA,SR,NA
25,Jake Drum,G,"6' 5""",NA,SO,NA
30,Brendon Knox,C,"6' 10""",NA,SR,NA
33,Earnest Ross,G,"6' 5""",NA,FR,NA
34,Johnnie Lett,F,"6' 8""",NA,SR,NA
41,Rob Chubb,C,"6' 10""",NA,FR,NA
NA,Dylan Spencer,,"6' 4""",NA,FR,NA
NA,Dylan Spencer,,"6' 4""",NA,FR,NA
