number,name,position,height,weight,class,hometown
1,Trevor Gregory,G,"6' 0""",NA,SR,NA
2,Kavon Lacey,G,"6' 1""",NA,JR,NA
4,Lewis Jones,G,"6' 3""",NA,FR,NA
5,Troy Taylor,G,"6' 0""",NA,FR,NA
10,Monie Hudson,G,"6' 0""",NA,JR,NA
11,Colt Ryan,G,"6' 5""",NA,FR,NA
20,Andy Chinn,G,"6' 0""",NA,FR,NA
22,Ned Cox,G,"6' 1""",NA,FR,NA
23,Derek Johnson,F,"6' 8""",NA,FR,NA
32,James Haarsma,F,"6' 7""",NA,SO,NA
34,Denver Holmes,G,"6' 4""",NA,SO,NA
41,Pieter van Tongeren,C,"6' 11""",NA,JR,NA
45,Bryan Bouchie,F,"6' 10""",NA,SO,NA
52,Clint Hopf,F,"6' 8""",NA,JR,NA
