number,name,position,height,weight,class,hometown
0,Steven Hess,F,"6' 10""",NA,SR,NA
1,Kendrix Brown,G,"6' 3""",NA,SO,NA
2,David Schneider,G,"6' 3""",NA,SR,NA
11,Doug Howard,G,"5' 9""",NA,FR,NA
12,Matt McFadden,G,"6' 2""",NA,JR,NA
13,Andrew Pavloff,F,"6' 9""",NA,FR,NA
20,Quinn McDowell,G,"6' 6""",NA,SO,NA
22,Danny Sumner,F,"6' 7""",NA,SR,NA
23,Kyle Gaillard,F,"6' 7""",NA,FR,NA
24,Sean McCurdy,G,"6' 1""",NA,SR,NA
31,Matt Rum,G,"6' 4""",NA,FR,NA
33,JohnMark Ludwick,F,"6' 8""",NA,SO,NA
45,Marcus Kitts,F,"6' 9""",NA,JR,NA
