number,name,position,height,weight,class,hometown
0,Jermaine Beal,G,"6' 3""",NA,SR,NA
1,Brad Tinsley,G,"6' 3""",NA,SO,NA
2,Charles Hinkle,F,"6' 6""",NA,SO,NA
3,Festus Ezeli,C,"6' 11""",NA,SO,NA
4,A.J. Ogilvy,C,"6' 11""",NA,JR,NA
5,Lance Goulbourne,F,"6' 7""",NA,SO,NA
10,Chris Meriweather,G,"6' 0""",NA,SR,NA
12,Jordan Smart,G,"6' 6""",NA,SO,NA
14,Aaron Noll,F,"6' 7""",NA,SO,NA
21,Darshawn McClellan,F,"6' 7""",NA,JR,NA
23,John Jenkins,,"6' 3""",NA,FR,NA
24,Andre Walker,F,"6' 7""",NA,SO,NA
33,Steve Tchiengang,F,"6' 8""",NA,SO,NA
44,Jeffery Taylor,F,"6' 7""",NA,FR,NA
50,Joe Duffy,F,"6' 9""",NA,JR,NA
