game_id,date,opponent,location,team_score,opp_score,record
253220135,2005-11-18,Minnesota,A,57,70,0-1 (0-0)
253242449,2005-11-20,Hamline,H,90,74,1-1 (0-0)
253270036,2005-11-23,Colorado State,A,62,79,1-2 (0-0)
253302449,2005-11-26,Eastern Michigan,H,87,65,2-2 (0-0)
253332739,2005-11-29,Green Bay,A,55,60,2-3 (0-0)
253370304,2005-12-03,Idaho State,A,87,91,2-4 (0-0)
253432181,2005-12-09,Drake,A,68,69,2-5 (0-0)
253442449,2005-12-10,Mississippi Valley State,H,83,63,3-5 (0-0)
253472449,2005-12-13,Denver,H,79,66,4-5 (0-0)
253512449,2005-12-17,Idaho State,H,86,69,5-5 (0-0)
253522449,2005-12-18,Manhattan,H,62,76,5-6 (0-0)
253550070,2005-12-21,Idaho,A,71,76,5-7 (0-0)
253630147,2005-12-29,Montana State,A,76,75,6-7 (0-0)
253642459,2005-12-30,Northern Illinois,A,57,56,7-7 (0-0)
260022306,2006-01-02,Kansas State,A,56,82,7-8 (0-0)
260052449,2006-01-05,Utah Valley,H,61,52,8-8 (0-0)
260142449,2006-01-14,South Dakota State,H,86,56,9-8 (0-0)
260172449,2006-01-17,UMKC,H,87,63,10-8 (0-0)
260193084,2006-01-19,Utah Valley,A,65,67,10-9 (0-0)
260210275,2006-01-21,Wisconsin,A,62,55,11-9 (0-0)
260242449,2006-01-24,Idaho,H,71,64,12-9 (0-0)
260280231,2006-01-28,Furman,A,61,73,12-10 (0-0)
260352449,2006-02-04,Purdue Fort Wayne,H,71,59,13-10 (0-0)
260392449,2006-02-08,Jamestown,H,71,34,14-10 (0-0)
260412449,2006-02-10,Mayville State,H,93,67,15-10 (0-0)
260492571,2006-02-18,South Dakota State,A,65,67,15-11 (0-0)
260532449,2006-02-22,University of Mary,H,94,57,16-11 (0-0)
260572870,2006-02-26,Purdue Fort Wayne,A,64,72,16-12 (0-0)
