player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
D. Thiam,F,25,2,8,0,1,2,2,2,3,5,3,0,0,2,3,6,TRUE,2009-11-27,Monmouth,H
A. Waddell,C,28,3,5,0,0,4,7,2,4,6,0,2,0,1,2,10,TRUE,2009-11-27,Monmouth,H
A.J. Davis,G,31,5,12,0,3,0,0,1,1,2,1,3,0,2,4,10,TRUE,2009-11-27,Monmouth,H
J. Luster,G,24,0,6,0,3,2,2,1,2,3,4,1,0,2,5,2,TRUE,2009-11-27,Monmouth,H
T. Manzano,G,18,3,7,0,2,1,2,0,2,2,1,1,0,2,1,7,TRUE,2009-11-27,Monmouth,H
D. Harrison,F,11,1,2,0,1,0,0,1,1,2,0,1,0,0,0,2,FALSE,2009-11-27,Monmouth,H
R. Dermody,F,27,3,11,2,7,1,2,2,2,4,0,0,2,0,2,9,FALSE,2009-11-27,Monmouth,H
B. Sylla,C,12,2,3,0,0,1,1,2,2,4,0,2,1,0,1,5,FALSE,2009-11-27,Monmouth,H
D. Jackson,G,24,9,13,0,1,4,6,1,4,5,2,1,0,3,3,22,FALSE,2009-11-27,Monmouth,H
TEAM,NA,NA,28,67,2,18,15,22,12,23,35,11,11,3,12,21,73,FALSE,2009-11-27,Monmouth,H
