game_id,away,home,away_rank,home_rank,away_score,home_score,date
401376720,Kansas,Iona,4,NA,96,83,2021-11-28
401365747,Villanova,La Salle,7,NA,72,46,2021-11-28
401376718,Miami,Alabama,NA,10,64,96,2021-11-28
401371107,Pennsylvania,Arkansas,NA,13,60,76,2021-11-28
401372021,Bethune-Cookman,Seton Hall,NA,21,70,84,2021-11-28
401371842,Troy,Florida,NA,23,45,84,2021-11-28
401376719,North Texas,Drake,NA,NA,57,54,2021-11-28
401369175,North Florida,Florida International,NA,NA,69,84,2021-11-28
401373378,Merrimack,Boston University,NA,NA,60,61,2021-11-28
401372530,Southeast Missouri State,Montana State,NA,NA,68,75,2021-11-28
401371082,Fordham,Central Connecticut,NA,NA,89,83,2021-11-28
401370987,Stony Brook,Yale,NA,NA,85,81,2021-11-28
401365035,Western Michigan,SE Louisiana,NA,NA,81,77,2021-11-28
401373795,The Citadel,South Carolina State,NA,NA,91,79,2021-11-28
401373027,Alcorn State,Milwaukee,NA,NA,61,57,2021-11-28
401372282,Evansville,Eastern Illinois,NA,NA,70,54,2021-11-28
401372210,James Madison,Florida Atlantic,NA,NA,69,65,2021-11-28
401371073,American University,Duquesne,NA,NA,79,88,2021-11-28
401370948,Hartwick,Binghamton,NA,NA,41,110,2021-11-28
401365256,Loyola (MD),Fairfield,NA,NA,75,70,2021-11-28
401365255,Rider,South Carolina,NA,NA,58,65,2021-11-28
401365254,Siena,Bucknell,NA,NA,56,65,2021-11-28
401365037,Eastern Michigan,DePaul,NA,NA,63,101,2021-11-28
401365036,Chicago State,Bowling Green,NA,NA,57,75,2021-11-28
401386970,Franklin,Bellarmine,NA,NA,37,75,2021-11-28
401380972,Southern,Tennessee State,NA,NA,82,80,2021-11-28
401371922,UL Monroe,SMU,NA,NA,67,74,2021-11-28
401373858,Portland,Incarnate Word,NA,NA,77,68,2021-11-28
401376721,Dayton,Belmont,NA,NA,63,61,2021-11-28
401373814,Kansas City,Arkansas State,NA,NA,55,66,2021-11-28
401372601,Fairleigh Dickinson,Princeton,NA,NA,79,89,2021-11-28
401372460,Dartmouth,Bryant,NA,NA,63,61,2021-11-28
401371848,Wofford,Georgia,NA,NA,68,65,2021-11-28
401371610,Stephen F. Austin,Northwestern State,NA,NA,72,68,2021-11-28
401369176,Charleston Southern,Kennesaw State,NA,NA,52,89,2021-11-28
401365257,Brown,Quinnipiac,NA,NA,72,61,2021-11-28
401382337,North Alabama,Alabama State,NA,NA,81,69,2021-11-28
401373011,St. Andrews,UNC Asheville,NA,NA,36,106,2021-11-28
401372997,Eastern Kentucky,Radford,NA,NA,75,88,2021-11-28
401386790,Kentucky Christian,Lipscomb,NA,NA,67,86,2021-11-28
401373634,Academy Of Art University,UC Davis,NA,NA,79,60,2021-11-28
401365610,North Dakota,Kansas State,NA,NA,42,84,2021-11-28
401384953,CSU Northridge,San Diego,NA,NA,56,52,2021-11-28
401373037,Purdue Fort Wayne,Florida Gulf Coast,NA,NA,78,85,2021-11-28
401372640,St. Francis (PA),Lehigh,NA,NA,79,68,2021-11-28
401370901,Stanford,Colorado,NA,NA,76,80,2021-11-28
401381701,Hampton,Norfolk State,NA,NA,61,70,2021-11-28
401372389,Fresno State,California,NA,NA,57,65,2021-11-28
401378603,Grambling,Morgan State,NA,NA,74,59,2021-11-28
