player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
M. Lewis,F,13,3,3,0,0,2,2,0,2,2,1,2,0,4,5,8,TRUE,2006-02-06,Santa Clara,H
S. Watson,F,14,1,4,0,2,1,2,2,0,2,0,2,0,0,3,3,TRUE,2006-02-06,Santa Clara,H
A. Tiefenthaler,F,14,1,3,0,1,1,2,0,0,0,0,1,0,2,2,3,TRUE,2006-02-06,Santa Clara,H
J. Jones,F,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,2006-02-06,Santa Clara,H
D. WilsonD,F,34,4,9,0,1,4,5,2,1,3,1,4,0,1,2,12,TRUE,2006-02-06,Santa Clara,H
K. Field,C,15,0,1,0,0,0,0,1,1,2,0,0,0,0,2,0,FALSE,2006-02-06,Santa Clara,H
B. Sullivan,C,19,1,3,0,1,0,2,0,0,0,1,0,0,4,1,2,FALSE,2006-02-06,Santa Clara,H
D. Cooper,G,32,6,9,4,5,4,4,0,1,1,2,1,0,4,2,20,FALSE,2006-02-06,Santa Clara,H
P. Jeter,G,31,2,10,0,4,2,2,1,3,4,3,1,0,1,0,6,FALSE,2006-02-06,Santa Clara,H
J. Dominguez,G,12,0,5,0,2,0,0,2,1,3,1,1,0,0,0,0,FALSE,2006-02-06,Santa Clara,H
B. McTear,G,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,2,FALSE,2006-02-06,Santa Clara,H
M. Carter,G,12,0,2,0,1,0,0,1,0,1,0,1,0,0,0,0,FALSE,2006-02-06,Santa Clara,H
TEAM,NA,NA,18,51,4,18,16,21,10,12,22,9,13,0,16,17,56,FALSE,2006-02-06,Santa Clara,H
