player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
N. Dahlman,F,32,7,11,0,0,3,6,2,2,4,0,2,0,1,1,17,TRUE,2011-02-12,Georgia Southern,H
T. Martin,F,17,2,2,0,0,5,7,0,3,3,0,0,1,2,2,9,TRUE,2011-02-12,Georgia Southern,H
T. Johnson,F,30,1,2,0,0,2,5,4,5,9,2,3,1,2,2,4,TRUE,2011-02-12,Georgia Southern,H
C. Rundles,G,33,4,7,2,4,3,6,0,1,1,4,1,0,4,2,13,TRUE,2011-02-12,Georgia Southern,H
J. Diggs,G,36,3,10,0,2,10,13,0,2,2,4,1,1,1,3,16,TRUE,2011-02-12,Georgia Southern,H
N. Parker,F,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,2011-02-12,Georgia Southern,H
A. Smith,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2011-02-12,Georgia Southern,H
J. Tecklenburg,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2011-02-12,Georgia Southern,H
D. Crowell,F,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,2011-02-12,Georgia Southern,H
T. Wagener,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2011-02-12,Georgia Southern,H
K. Giltner,G,18,1,3,1,3,0,0,0,0,0,0,2,0,0,2,3,FALSE,2011-02-12,Georgia Southern,H
M. Steelman,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2011-02-12,Georgia Southern,H
B. Loesing,G,29,2,5,1,2,0,0,0,1,1,2,4,0,6,5,5,FALSE,2011-02-12,Georgia Southern,H
TEAM,NA,NA,21,42,4,12,23,37,6,17,23,12,13,3,16,17,69,FALSE,2011-02-12,Georgia Southern,H
