game_id,away,home,away_rank,home_rank,away_score,home_score
401171733,Charleston Southern,Michigan State,NA,3,46,94
401169836,Utah Valley,Kentucky,NA,9,74,82
401166076,Stetson,Ohio State,NA,10,51,86
401173661,UTSA,Utah State,NA,15,50,82
401169837,Colgate,Auburn,NA,19,62,91
401170584,UC Irvine,Colorado,NA,23,53,69
401172048,Bryant,Niagara,NA,NA,73,62
401172582,South Carolina Upstate,Akron,NA,NA,45,76
401172583,Siena Heights,Central Michigan,NA,NA,58,115
401170009,SMU,Evansville,NA,NA,59,57
401166435,Northern Colorado,West Virginia,NA,NA,61,69
401168195,Presbyterian,Notre Dame,NA,NA,53,63
401169618,William & Mary W&M,Oklahoma,NA,NA,70,75
401174717,Carver College,Troy,NA,NA,57,84
401174718,Appalachian State,UNC Greensboro,NA,NA,41,55
401175709,Long Island University,Delaware State,NA,NA,92,84
401175842,Wilberforce,South Carolina State,NA,NA,79,103
401168196,Monmouth,Pittsburgh,NA,NA,50,63
401170074,Middle Tennessee,Coastal Carolina,NA,NA,72,93
401170366,Trinity Baptist,North Florida,NA,NA,39,115
401170861,Hartford,Oakland,NA,NA,50,60
401172238,Fairleigh Dickinson,Army,NA,NA,65,81
401171468,High Point,Belmont,NA,NA,51,90
401176335,Ecclesia College,Southern,NA,NA,55,121
401173021,Arlington Baptist,McNeese,NA,NA,51,103
401172821,Misericordia,Lehigh,NA,NA,68,87
401171490,Longwood,Northern Illinois,NA,NA,48,65
401166077,Hawai'i,Illinois,NA,NA,53,66
401169838,Wofford,Missouri,NA,NA,56,75
401175553,Bacone,UMKC,NA,NA,38,111
401174937,SIU-Edwardsville,South Dakota,NA,NA,56,71
401174038,IU-Northwest,Eastern Illinois,NA,NA,61,114
401182093,Campbellsville,Western Kentucky,NA,NA,66,109
401174716,Jackson State,Texas State,NA,NA,58,73
401175043,Fisk,Tennessee State,NA,NA,65,99
401166433,Montana Tech,Montana,NA,NA,74,72
401169619,Air Force,TCU,NA,NA,54,65
401170583,Prairie View A&M,California,NA,NA,50,54
401172935,Abilene Christian,UNLV,NA,NA,58,72
401166434,Southern Utah,UCLA,NA,NA,61,76
