game_id,date,opponent,location,team_score,opp_score,record
243240055,2004-11-19,Jacksonville State,A,76,83,0-1 (0-0)
243280062,2004-11-24,Hawai'i,A,58,71,0-2 (0-0)
243322400,2004-11-27,Middle Tennessee,H,71,58,1-2 (0-0)
243380058,2004-12-03,South Florida,A,65,57,2-2 (0-0)
243390278,2004-12-04,Fresno State,A,65,80,2-3 (0-0)
243462393,2004-12-11,Middle Tennessee,A,54,75,2-4 (0-0)
243580292,2004-12-23,UT Rio Grande Valley,A,73,76,2-5 (0-0)
243630167,2004-12-28,New Mexico,A,68,101,2-6 (0-0)
243642492,2004-12-29,Pepperdine,A,62,74,2-7 (0-0)
250032029,2005-01-03,Arkansas-Pine Bluff,A,67,55,3-7 (1-0)
250082400,2005-01-08,Alabama A&M,H,59,63,3-8 (1-1)
250102400,2005-01-10,Alabama State,H,56,43,4-8 (2-1)
250152016,2005-01-15,Alcorn State,A,63,59,5-8 (3-1)
250172582,2005-01-17,Southern,A,65,69,5-9 (3-2)
250222400,2005-01-22,Prairie View A&M,H,70,65,6-9 (4-2)
250242400,2005-01-24,Texas Southern,H,76,50,7-9 (5-2)
250292296,2005-01-29,Jackson State,A,65,60,8-9 (6-2)
250312755,2005-01-31,Grambling,A,67,75,8-10 (6-3)
250362010,2005-02-05,Alabama A&M,A,76,81,8-11 (6-4)
250382011,2005-02-07,Alabama State,A,52,56,8-12 (6-5)
250432400,2005-02-12,Alcorn State,H,81,42,9-12 (7-5)
250452400,2005-02-14,Southern,H,60,48,10-12 (8-5)
250502504,2005-02-19,Prairie View A&M,A,75,60,11-12 (9-5)
250522640,2005-02-21,Texas Southern,A,72,78,11-13 (9-6)
250572400,2005-02-26,Jackson State,H,80,71,12-13 (10-6)
250592400,2005-02-28,Grambling,H,57,61,12-14 (10-7)
250642400,2005-03-05,Arkansas-Pine Bluff,H,87,77,13-14 (11-7)
250692400,2005-03-10,Jackson State,H,55,57,13-15 (11-7)
