date,game_id,home,away
2008-01-10,280100002,Auburn,Arkansas
2008-01-10,280100023,San José St,Nevada
2008-01-10,280100026,UCLA,Washington
2008-01-10,280100030,USC,Washington State
2008-01-10,280100045,George Washington,Saint Louis
2008-01-10,280100068,Boise State,New Mexico State
2008-01-10,280100070,Idaho,Louisiana Tech
2008-01-10,280100097,Louisville,West Virginia
2008-01-10,280100204,Oregon State,Stanford
2008-01-10,280100275,Wisconsin,Illinois
2008-01-10,280100290,Georgia Southern,Charleston
2008-01-10,280100350,UNC Wilmington,Hofstra
2008-01-10,280102065,Bethune-Cookman,Savannah St
2008-01-10,280102086,Butler,Green Bay
2008-01-10,280102115,Central Connecticut,St. Francis (PA)
2008-01-10,280102413,Morehead State,Eastern Kentucky
2008-01-10,280102483,Oregon,California
2008-01-10,280102514,Quinnipiac,Mt. St. Mary's
2008-01-10,280102529,Sacred Heart,St. Francis (BKN)
2008-01-10,280102710,Western Illinois,South Dakota State
2008-01-10,280102750,Wright State,Youngstown St
