game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,total_line,referees,arena_location,arena,capacity,attendance,shot_x,shot_y,shot_team,shot_outcome,shooter,assist,three_pt,free_throw,possession_before,possession_after,wrong_time
401269669,2021-03-06,Creighton,Butler,1,1,20:00,2400,2400,PLAY,0,0,0,0,0.8813616019011308,0.5,4,4,12.5,134,"c(""Jeff Clark"", "" Tim Clougherty"", "" James Breeding"")","Omaha, NE",CHI Health Center Omaha,17352,2419,NA,NA,NA,NA,NA,NA,NA,NA,NA,Creighton,NA
401269669,2021-03-06,Creighton,Butler,2,1,20:00,2400,2400,Jump Ball won by Creighton,0,0,0,0,0.8813616019011308,0.5,4,4,12.5,134,"c(""Jeff Clark"", "" Tim Clougherty"", "" James Breeding"")","Omaha, NE",CHI Health Center Omaha,17352,2419,NA,NA,NA,NA,NA,NA,NA,NA,Creighton,Creighton,FALSE
401269669,2021-03-06,Creighton,Butler,3,1,19:44,2384,2384,Denzel Mahoney missed Layup.,0,0,0,16,0.881025189292253,0.5,4,4,12.5,134,"c(""Jeff Clark"", "" Tim Clougherty"", "" James Breeding"")","Omaha, NE",CHI Health Center Omaha,17352,2419,26,85.85333333333332,Creighton,missed,Denzel Mahoney,NA,FALSE,FALSE,Creighton,Creighton,FALSE
401269669,2021-03-06,Creighton,Butler,4,1,19:44,2384,2384,Bryce Nze Block.,0,0,0,0,0.881025189292253,0.5,4,4,12.5,134,"c(""Jeff Clark"", "" Tim Clougherty"", "" James Breeding"")","Omaha, NE",CHI Health Center Omaha,17352,2419,NA,NA,NA,NA,NA,NA,NA,NA,Creighton,Creighton,FALSE
401269669,2021-03-06,Creighton,Butler,5,1,19:44,2384,2384,Creighton Offensive Rebound.,0,0,0,0,0.881025189292253,0.5,4,4,12.5,134,"c(""Jeff Clark"", "" Tim Clougherty"", "" James Breeding"")","Omaha, NE",CHI Health Center Omaha,17352,2419,NA,NA,NA,NA,NA,NA,NA,NA,Creighton,Creighton,FALSE
401269669,2021-03-06,Creighton,Butler,6,1,19:37,2377,2377,Marcus Zegarowski Turnover.,0,0,0,7,0.8808757150239352,0.5,4,4,12.5,134,"c(""Jeff Clark"", "" Tim Clougherty"", "" James Breeding"")","Omaha, NE",CHI Health Center Omaha,17352,2419,NA,NA,NA,NA,NA,NA,NA,NA,Creighton,Butler,FALSE
401269669,2021-03-06,Creighton,Butler,7,1,19:32,2372,2372,Jair Bolden missed Three Point Jumper.,0,0,0,5,0.8807680795396768,0.5,4,4,12.5,134,"c(""Jeff Clark"", "" Tim Clougherty"", "" James Breeding"")","Omaha, NE",CHI Health Center Omaha,17352,2419,41,25.066666666666666,Butler,missed,Jair Bolden,NA,TRUE,FALSE,Butler,Creighton,FALSE
401269669,2021-03-06,Creighton,Butler,8,1,19:32,2372,2372,Marcus Zegarowski Defensive Rebound.,0,0,0,0,0.8807680795396768,0.5,4,4,12.5,134,"c(""Jeff Clark"", "" Tim Clougherty"", "" James Breeding"")","Omaha, NE",CHI Health Center Omaha,17352,2419,NA,NA,NA,NA,NA,NA,NA,NA,Butler,Creighton,FALSE
401269669,2021-03-06,Creighton,Butler,9,1,19:24,2364,2364,Denzel Mahoney made Jumper.,2,0,2,8,0.8982298096983469,0.5447891790846144,4,4,12.5,134,"c(""Jeff Clark"", "" Tim Clougherty"", "" James Breeding"")","Omaha, NE",CHI Health Center Omaha,17352,2419,17,78.54222222222222,Creighton,made,Denzel Mahoney,NA,FALSE,FALSE,Creighton,Butler,FALSE
401269669,2021-03-06,Creighton,Butler,10,1,19:04,2344,2344,Bryce Nze made Layup. Assisted by Myles Tate.,2,2,0,20,0.8801516545863692,0.5,4,4,12.5,134,"c(""Jeff Clark"", "" Tim Clougherty"", "" James Breeding"")","Omaha, NE",CHI Health Center Omaha,17352,2419,23,5.222222222222221,Butler,made,Bryce Nze,Myles Tate,FALSE,FALSE,Butler,Creighton,FALSE
