date,game_id,home,away
2011-01-01,310010046,Georgetown,DePaul
2011-01-01,310010079,Southern Illinois,Northern Iowa
2011-01-01,310010152,NC State,San Diego
2011-01-01,310010183,Syracuse,Notre Dame
2011-01-01,310010249,North Texas,Louisiana
2011-01-01,310010269,Marquette,West Virginia
2011-01-01,310010325,Cleveland State,UIC
2011-01-01,310012032,Arkansas State,Western Kentucky
2011-01-01,310012086,Butler,Valparaiso
2011-01-01,310012168,Dayton,New Mexico
2011-01-01,310012483,Oregon,Arizona State
2011-01-01,310012507,Providence,St. John's
2011-01-01,310012567,SMU,Dallas Christian
2011-01-01,310012579,South Carolina,Boston College
2011-01-01,310012710,Western Illinois,Purdue-Calumet
2011-01-01,310012754,Youngstown St,Loyola Chicago
