play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home,away,home_time_out_remaining,away_time_out_remaining,home_favored_by,game_id,date
1,1,20:00,2400,2400,PLAY,0,0,0,9,0.9640438270051401,0.5,Florida,North Florida,4,4,20.5,401169796,2019-11-05
2,1,19:51,2391,2391,Tre Mann missed Three Point Jumper.,0,0,0,6,0.96394136150985,0.5,Florida,North Florida,4,4,20.5,401169796,2019-11-05
3,1,19:45,2385,2385,Tre Mann Offensive Rebound.,0,0,0,2,0.9638722804903087,0.5,Florida,North Florida,4,4,20.5,401169796,2019-11-05
4,1,19:43,2383,2383,Andrew Nembhard missed Three Point Jumper.,0,0,0,5,0.9638491149812028,0.5,Florida,North Florida,4,4,20.5,401169796,2019-11-05
5,1,19:38,2378,2378,Ivan Gandia-Rosa Defensive Rebound.,0,0,0,5,0.9637908957203403,0.5,Florida,North Florida,4,4,20.5,401169796,2019-11-05
6,1,19:33,2373,2373,Ivan Gandia-Rosa Turnover.,0,0,0,11,0.9637322367120875,0.5,Florida,North Florida,4,4,20.5,401169796,2019-11-05
7,1,19:22,2362,2362,Kerry Blackshear Jr. missed Layup.,0,0,0,2,0.9636016182661802,0.5,Florida,North Florida,4,4,20.5,401169796,2019-11-05
8,1,19:20,2360,2360,Kerry Blackshear Jr. Offensive Rebound.,0,0,0,0,0.9635776350839182,0.5,Florida,North Florida,4,4,20.5,401169796,2019-11-05
9,1,19:20,2360,2360,Foul on Wajid Aminu.,0,0,0,0,0.9635776350839182,0.5,Florida,North Florida,4,4,20.5,401169796,2019-11-05
10,1,19:20,2360,2360,Kerry Blackshear Jr. made Free Throw.,1,0,1,0,0.9666075378198736,0.5224829067768547,Florida,North Florida,4,4,20.5,401169796,2019-11-05
11,1,19:20,2360,2360,Kerry Blackshear Jr. made Free Throw.,2,0,2,9,0.9693933951252002,0.5448750795359576,Florida,North Florida,4,4,20.5,401169796,2019-11-05
12,1,19:11,2351,2351,Ivan Gandia-Rosa Turnover.,2,0,2,13,0.9693246668200366,0.5450691340700113,Florida,North Florida,4,4,20.5,401169796,2019-11-05
13,1,18:58,2338,2338,Foul on Carter Hendricksen.,2,0,2,0,0.9692235793730284,0.5453512728162102,Florida,North Florida,4,4,20.5,401169796,2019-11-05
14,1,18:58,2338,2338,Keyontae Johnson missed Free Throw.,2,0,2,0,0.9692235793730284,0.5453512728162102,Florida,North Florida,4,4,20.5,401169796,2019-11-05
15,1,18:58,2338,2338,Florida Offensive Rebound.,2,0,2,0,0.9692235793730284,0.5453512728162102,Florida,North Florida,4,4,20.5,401169796,2019-11-05
16,1,18:58,2338,2338,Keyontae Johnson made Free Throw.,3,0,3,15,0.9718238585467845,0.5677942937744409,Florida,North Florida,4,4,20.5,401169796,2019-11-05
17,1,18:43,2323,2323,Wajid Aminu made Three Point Jumper. Assisted by Ivan Gandia-Rosa.,3,3,0,21,0.9631205225318893,0.5,Florida,North Florida,4,4,20.5,401169796,2019-11-05
18,1,18:22,2302,2302,Kerry Blackshear Jr. missed Layup.,3,3,0,7,0.9628493172882251,0.5,Florida,North Florida,4,4,20.5,401169796,2019-11-05
19,1,18:15,2295,2295,Wajid Aminu Defensive Rebound.,3,3,0,1,0.9627569453704745,0.5,Florida,North Florida,4,4,20.5,401169796,2019-11-05
20,1,18:14,2294,2294,Wajid Aminu Turnover.,3,3,0,10,0.96274366752475,0.5,Florida,North Florida,4,4,20.5,401169796,2019-11-05
21,1,18:04,2284,2284,Keyontae Johnson missed Jumper.,3,3,0,4,0.9626097510334115,0.5,Florida,North Florida,4,4,20.5,401169796,2019-11-05
