player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
S. Hines Jr.,F,27,4,9,1,2,2,2,3,4,7,1,1,0,3,3,11,TRUE,2020-12-12,Dixie State,H
T. Green,F,33,2,2,0,0,0,0,0,8,8,1,0,1,4,5,4,TRUE,2020-12-12,Dixie State,H
R. Jones,F,27,5,8,0,0,3,4,0,4,4,0,2,1,3,0,13,TRUE,2020-12-12,Dixie State,H
T. Gatlin,G,27,3,5,1,3,3,4,0,0,0,1,0,0,3,2,10,TRUE,2020-12-12,Dixie State,H
J. Townsend,G,36,6,16,1,5,8,8,0,9,9,4,1,0,3,3,21,TRUE,2020-12-12,Dixie State,H
F. Ryder,F,13,0,1,0,0,4,4,0,2,2,0,0,1,2,3,4,FALSE,2020-12-12,Dixie State,H
D. Muller,G,12,1,2,1,2,0,0,0,1,1,0,1,0,0,2,3,FALSE,2020-12-12,Dixie State,H
K. Lam,G,13,1,4,0,2,0,0,0,2,2,0,0,0,2,1,2,FALSE,2020-12-12,Dixie State,H
R. Eastmond,G,12,1,2,0,1,0,0,1,3,4,2,0,0,1,2,2,FALSE,2020-12-12,Dixie State,H
TEAM,NA,NA,23,49,4,15,20,22,5,33,38,9,5,3,22,21,70,FALSE,2020-12-12,Dixie State,H
