game_id,away,home,away_rank,home_rank,away_score,home_score,date
401169876,Furman,Auburn,NA,14,78,81,2019-12-05
401170865,St. Francis (BKN),Hartford,NA,NA,84,78,2019-12-05
401171449,Howard,Hampton,NA,NA,94,91,2019-12-05
401171470,Elon,High Point,NA,NA,66,70,2019-12-05
401169877,Louisiana Tech,Mississippi State,NA,NA,74,67,2019-12-05
401170060,Central Arkansas,Wichita State,NA,NA,69,95,2019-12-05
401169644,Oklahoma,North Texas,NA,NA,82,80,2019-12-05
401172938,SE Missouri St,Abilene Christian,NA,NA,64,73,2019-12-05
401166472,South Dakota State,Montana State,NA,NA,70,77,2019-12-05
401172608,Northern Illinois,Saint Mary's,NA,NA,49,61,2019-12-05
