date,game_id,home,away
2008-11-10,283150150,Duke,Presbyterian
2008-11-10,283150248,Houston,Georgia Southern
2008-11-11,283160085,IUPUI,Northeastern
2008-11-11,283160130,Michigan,Michigan Tech
2008-11-11,283160150,Duke,Georgia Southern
2008-11-11,283162506,Presbyterian,Houston
2008-11-12,283170026,UCLA,Prairie View A&M
2008-11-12,283170079,Southern Illinois,UMass
2008-11-12,283170130,Michigan,Northeastern
2008-11-12,283172392,Michigan Tech,IUPUI
2008-11-13,283180026,UCLA,Miami (OH)
2008-11-14,283190002,Auburn,Missouri State
2008-11-14,283190006,South Alabama,Alcorn State
2008-11-14,283190013,Cal Poly,Little Rock
2008-11-14,283190036,Colorado State,Montana
2008-11-14,283190038,Colorado,Arkansas-Pine Bluff
2008-11-14,283190041,UConn,Western Carolina
2008-11-14,283190042,Hartford,Quinnipiac
2008-11-14,283190043,Yale,Stanford
2008-11-14,283190057,Florida,Toledo
2008-11-14,283190058,South Florida,SMU
2008-11-14,283190059,Georgia Tech,Winston Salem
2008-11-14,283190061,Georgia,South Carolina Upstate
2008-11-14,283190066,Iowa State,UC Davis
2008-11-14,283190068,Boise State,Pacific Oregon
2008-11-14,283190071,Bradley,UIC
2008-11-14,283190096,Kentucky,VMI
2008-11-14,283190103,Boston College,Central Connecticut
2008-11-14,283190104,Boston University,George Washington
2008-11-14,283190120,Maryland,Bucknell
2008-11-14,283190145,Ole Miss,Arkansas State
2008-11-14,283190151,East Carolina,Coker
2008-11-14,283190154,Wake Forest,North Carolina Central
2008-11-14,283190164,Rutgers,Marist
2008-11-14,283190167,New Mexico,SE Missouri St
2008-11-14,283190197,Oklahoma State,UTSA
2008-11-14,283190201,Oklahoma,American
2008-11-14,283190213,Penn State,William & Mary
2008-11-14,283190218,East Tennessee State,Temple
2008-11-14,283190221,Pittsburgh,Fairleigh Dickinson
2008-11-14,283190227,Rhode Island,Brown
2008-11-14,283190228,Hofstra,Clemson
2008-11-14,283190232,Charleston,SIU-Edwardsville
2008-11-14,283190249,North Texas,Cameron
2008-11-14,283190251,Texas,Stetson
2008-11-14,283190259,Virginia Tech,Gardner-Webb
2008-11-14,283190269,Marquette,Houston Baptist
2008-11-14,283190290,Georgia Southern,Reinhardt
2008-11-14,283190338,Kennesaw State,Western Illinois
2008-11-14,283190350,UNC Wilmington,Appalachian State
2008-11-14,283190356,Illinois,Eastern Washington
2008-11-14,283192005,Air Force,Western State Colorado University
2008-11-14,283192166,Davidson,Guilford
2008-11-14,283192226,Florida Atlantic,Monmouth
2008-11-14,283192230,Fordham,Columbia
2008-11-14,283192239,Texas State,CSU Fullerton
2008-11-14,283192294,Iowa,Charleston Southern
2008-11-14,283192306,Kansas State,Florida A&M
2008-11-14,283192344,Longwood,Virginia-Wise
2008-11-14,283192351,Loyola Marymount,Milwaukee
2008-11-14,283192352,Loyola (MD),Mt. St. Mary's
2008-11-14,283192393,Middle Tennessee,Trevecca Nazarene
2008-11-14,283192429,Charlotte,UNC Greensboro
2008-11-14,283192433,UL Monroe,Morehead State
2008-11-14,283192509,Purdue,Detroit Mercy
2008-11-14,283192540,UC Santa Barbara,Cal State-Los Angeles
2008-11-14,283192579,South Carolina,Jacksonville State
2008-11-14,283192599,St. John's,LIU Brooklyn
2008-11-14,283192603,Saint Joseph's,Rider
2008-11-14,283192619,Stony Brook,Maryland-Eastern Shore
2008-11-14,283192643,The Citadel,Grace Bible College
2008-11-14,283192681,Wagner,Lafayette
2008-11-14,283192711,Western Michigan,TCU
2008-11-14,283192751,Wyoming,CSU Bakersfield
2008-11-14,283192752,Xavier,Purdue Fort Wayne
2008-11-15,283200021,San Diego State,UC San Diego
2008-11-15,283200030,USC,UC Irvine
2008-11-15,283200066,Iowa State,Loyola Marymount
2008-11-15,283200084,Indiana,Northwestern State
2008-11-15,283200142,Missouri,Prairie View A&M
2008-11-15,283200166,New Mexico State,UC Riverside
2008-11-15,283200202,Tulsa,Oral Roberts
2008-11-15,283200235,Memphis,Fairfield
2008-11-15,283200239,Baylor,Paul Quinn
2008-11-15,283200242,Rice,Portland State
2008-11-15,283200248,Houston,Western Kentucky
2008-11-15,283200254,Utah,Southwest Baptist
2008-11-15,283200257,Richmond,Randolph-Macon
2008-11-15,283200270,Milwaukee,UC Davis
2008-11-15,283200277,West Virginia,Elon
2008-11-15,283200288,Lipscomb,Oakland City
2008-11-15,283200325,Cleveland State,Oakland
2008-11-15,283200349,Army,Dartmouth
2008-11-15,283202050,Ball State,Eastern Illinois
2008-11-15,283202181,Drake,Butler
2008-11-15,283202193,East Tennessee State,SIU-Edwardsville
2008-11-15,283202250,Gonzaga,Mont St Billings
2008-11-15,283202275,Hofstra,Western Michigan
2008-11-15,283202390,Miami,Florida Southern
2008-11-15,283202460,Northern Iowa,Denver
2008-11-15,283202501,Portland,Washington
2008-11-15,283202633,Tennessee,Chattanooga
2008-11-15,283202655,Tulane,McNeese
2008-11-15,283202750,Wright State,Illinois State
2008-11-15,283202754,Youngstown St,Buffalo
2008-11-15,283202885,NJIT,Manhattan
2008-11-16,283210048,Delaware,Rutgers
2008-11-16,283210057,Florida,Bradley
2008-11-16,283210062,Hawai'i,CSU Fullerton
2008-11-16,283210066,Iowa State,Milwaukee
2008-11-16,283210077,Northwestern,Central Arkansas
2008-11-16,283210087,Notre Dame,South Carolina Upstate
2008-11-16,283210150,Duke,Rhode Island
2008-11-16,283210151,East Carolina,St. Andrews
2008-11-16,283210158,Nebraska,San José St
2008-11-16,283210160,New Hampshire,Suffolk University
2008-11-16,283210183,Syracuse,Le Moyne
2008-11-16,283210195,Ohio,William & Mary
2008-11-16,283210228,Clemson,Temple
2008-11-16,283210232,Charleston,TCU
2008-11-16,283210238,Vanderbilt,Morehead State
2008-11-16,283210245,Texas A&M,Arkansas-Pine Bluff
2008-11-16,283210258,Virginia,VMI
2008-11-16,283210275,Wisconsin,Long Beach State
2008-11-16,283210276,Marshall,W. Virginia Tech
2008-11-16,283210302,UC Davis,Loyola Marymount
2008-11-16,283210315,Niagara,Towson
2008-11-16,283210326,San Francisco,Texas State
2008-11-16,283210333,Alabama,Mercer
2008-11-16,283210356,Illinois,Texas A&M-CC
2008-11-16,283212005,Air Force,CSU Bakersfield
2008-11-16,283212116,UCF,North Carolina A&T
2008-11-16,283212168,Dayton,Wofford
2008-11-16,283212275,Hofstra,East Tennessee State
2008-11-16,283212305,Kansas,UMKC
2008-11-16,283212306,Kansas State,SE Missouri St
2008-11-16,283212344,Longwood,Norfolk State
2008-11-16,283212393,Middle Tennessee,Houston Baptist
2008-11-16,283212426,Navy,Howard
2008-11-16,283212429,Charlotte,Old Dominion
2008-11-16,283212565,SIU-Edwardsville,Western Michigan
2008-11-16,283212579,South Carolina,Winthrop
2008-11-17,283220012,Arizona,Florida Atlantic
2008-11-17,283220041,UConn,Hartford
2008-11-17,283220046,Georgetown,Jacksonville
2008-11-17,283220103,Boston College,Loyola (MD)
2008-11-17,283220197,Oklahoma State,North Texas
2008-11-17,283220198,Oral Roberts,John Brown
2008-11-17,283220201,Oklahoma,Mississippi Valley State
2008-11-17,283220213,Penn State,NJIT
2008-11-17,283220221,Pittsburgh,Miami (OH)
2008-11-17,283220222,Villanova,Fordham
2008-11-17,283220259,Virginia Tech,Mt. St. Mary's
2008-11-17,283220305,DePaul,Albany
2008-11-17,283220344,Mississippi State,UL Monroe
2008-11-17,283220350,UNC Wilmington,Troy
2008-11-17,283222032,Arkansas State,Lyon
2008-11-17,283222066,Binghamton,Mansfield
2008-11-17,283222115,Central Connecticut,Colgate
2008-11-17,283222117,Central Michigan,Missouri State
2008-11-17,283222127,Charleston Southern,Furman
2008-11-17,283222166,Davidson,James Madison
2008-11-17,283222229,Florida International,Monmouth
2008-11-17,283222294,Iowa,UTSA
2008-11-17,283222309,Kent State,North Carolina Central
2008-11-17,283222430,UNC Greensboro,Webber International
2008-11-17,283222464,Northern Arizona,Haskell
2008-11-17,283222483,Oregon,Oakland
2008-11-17,283222509,Purdue,Eastern Michigan
2008-11-17,283222514,Quinnipiac,Army
2008-11-17,283222540,UC Santa Barbara,Utah State
2008-11-17,283222752,Xavier,Toledo
2008-11-18,283220235,Memphis,UMass
2008-11-18,283230012,Arizona,UAB
2008-11-18,283230021,San Diego State,Arizona State
2008-11-18,283230024,Stanford,CSU Northridge
2008-11-18,283230030,USC,New Mexico State
2008-11-18,283230055,Jacksonville State,West Alabama
2008-11-18,283230061,Georgia,Eastern Michigan
2008-11-18,283230062,Hawai'i,Idaho State
2008-11-18,283230103,Boston College,St. John's
2008-11-18,283230120,Maryland,Youngstown St
2008-11-18,283230145,Ole Miss,South Alabama
2008-11-18,283230153,North Carolina,Kentucky
2008-11-18,283230172,Cornell,Loyola (MD)
2008-11-18,283230183,Syracuse,Richmond
2008-11-18,283230201,Oklahoma,Davidson
2008-11-18,283230239,Baylor,Centenary
2008-11-18,283230245,Texas A&M,Stephen F. Austin
2008-11-18,283230248,Houston,Alcorn State
2008-11-18,283230251,Texas,Tulane
2008-11-18,283230254,Utah,Green Bay
2008-11-18,283230256,James Madison,Mississippi Valley State
2008-11-18,283230261,Vermont,Yale
2008-11-18,283230275,Wisconsin,SIU-Edwardsville
2008-11-18,283230288,Lipscomb,Tennessee Tech
2008-11-18,283230309,Louisiana,Lamar
2008-11-18,283230338,Kennesaw State,Clark Atlanta
2008-11-18,283232006,Akron,Winthrop
2008-11-18,283232132,Cincinnati,Texas Southern
2008-11-18,283232182,Drexel,Pennsylvania
2008-11-18,283232198,Eastern Kentucky,Winston Salem
2008-11-18,283232210,Elon,Southern Virginia
2008-11-18,283232250,Gonzaga,Idaho
2008-11-18,283232305,Kansas,Florida Gulf Coast
2008-11-18,283232325,La Salle,Florida State
2008-11-18,283232344,Longwood,Gardner-Webb
