player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
S. Grote,F,26,0,2,0,1,2,2,0,2,2,1,0,0,5,3,2,TRUE,2009-02-21,Northeastern,H
R. Thomas,F,25,4,7,0,1,4,5,0,3,3,0,0,3,1,0,12,TRUE,2009-02-21,Northeastern,H
C. Cooperwood,F,28,0,5,0,0,6,6,4,6,10,3,1,0,2,0,6,TRUE,2009-02-21,Northeastern,H
W. Graham,G,33,2,4,0,1,2,4,0,3,3,3,0,0,1,4,6,TRUE,2009-02-21,Northeastern,H
T. Brown,G,32,6,10,3,5,0,0,1,2,3,1,0,0,2,2,15,TRUE,2009-02-21,Northeastern,H
C. Land,F,14,2,4,2,4,2,2,0,4,4,1,0,0,1,2,8,FALSE,2009-02-21,Northeastern,H
K. Pressley,F,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,2009-02-21,Northeastern,H
G. Horne,F,11,0,1,0,0,2,5,1,0,1,0,0,0,1,2,2,FALSE,2009-02-21,Northeastern,H
T. Tabler,G,12,0,2,0,2,0,0,0,0,0,1,0,0,0,4,0,FALSE,2009-02-21,Northeastern,H
N. Evans,G,19,2,4,2,2,0,0,0,3,3,1,0,0,2,2,6,FALSE,2009-02-21,Northeastern,H
M. Boan,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2009-02-21,Northeastern,H
TEAM,NA,NA,16,39,7,16,18,24,7,23,30,11,1,3,16,19,57,FALSE,2009-02-21,Northeastern,H
