player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
P. Cofer,F,34,2,7,1,5,0,0,0,3,3,0,0,1,2,2,5,TRUE,2019-01-14,Pittsburgh,A
C. Koumadje,C,20,3,4,0,0,1,3,3,8,11,1,0,5,3,3,7,TRUE,2019-01-14,Pittsburgh,A
T. Mann,G,27,3,8,0,2,3,4,2,3,5,1,0,0,2,5,9,TRUE,2019-01-14,Pittsburgh,A
T. Forrest,G,34,4,13,0,1,11,12,5,4,9,3,2,0,1,4,19,TRUE,2019-01-14,Pittsburgh,A
M.J. Walker,G,26,0,6,0,4,2,4,0,2,2,1,1,0,1,2,2,TRUE,2019-01-14,Pittsburgh,A
R. Gray,F,14,2,3,0,0,0,0,2,2,4,1,2,0,0,2,4,FALSE,2019-01-14,Pittsburgh,A
M. Kabengele,F,11,3,6,0,1,3,4,1,0,1,0,1,1,0,5,9,FALSE,2019-01-14,Pittsburgh,A
P. Savoy,G,10,2,5,1,4,0,0,0,0,0,0,0,0,2,4,5,FALSE,2019-01-14,Pittsburgh,A
D. Nichols,G,17,1,4,0,3,0,0,1,1,2,1,1,0,1,3,2,FALSE,2019-01-14,Pittsburgh,A
D. Vassell,G,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,2019-01-14,Pittsburgh,A
A. Polite,G,4,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,FALSE,2019-01-14,Pittsburgh,A
TEAM,NA,NA,20,58,2,22,20,27,15,24,39,8,7,8,12,31,62,FALSE,2019-01-14,Pittsburgh,A
