number,name,position,height,weight,class,hometown
0,Shawn Jones,G,"6' 0""",180 lbs,JR,"Bridge City, LA"
1,Rinardo Perry,G,"6' 4""",180 lbs,SO,"Washington, DC"
3,Stefan Borovac,G/F,"6' 8""",210 lbs,SO,"Stoney Creek, ON"
5,Ryan Jones,G,"6' 3""",185 lbs,JR,"Rio Rancho, NM"
10,Jahad Thomas,G/F,"6' 2""",210 lbs,SR,"Williamsport, PA"
11,Obadiah Noel,G,"6' 4""",185 lbs,FR,"Frederick, MD"
12,Josh Gantz,G/F,"6' 7""",215 lbs,JR,"Grove City, OH"
22,Matt Harris,G,"6' 1""",198 lbs,SR,"Erie, PA"
23,Christian Lutete,F,"6' 5""",190 lbs,JR,"Silver Spring, MD"
24,Joey Naccarato,G,"6' 4""",210 lbs,FR,"Coeur d'Alene, ID"
25,Dontavious Smith,F,"6' 8""",200 lbs,JR,"Cullen, LA"
35,Connor Bennett,F,"6' 10""",230 lbs,SO,"Wilmington, MA"
44,Cameron Wolter,F,"6' 8""",235 lbs,SO,"Fishers, IN"
