number,name,position,height,weight,class,hometown
0,Zach Green,G,"6' 4""",195 lbs,SR,"Gilbert, AZ"
1,Joe Mvuezolo Jr.,F,"6' 6""",180 lbs,SR,"London, England"
2,Keljin Blevins,F,"6' 6""",200 lbs,SR,"Hot Springs, AR"
3,Tyler Hall,G,"6' 4""",175 lbs,JR,"Rock Island, IL"
4,Sam Neumann,F,"6' 7""",200 lbs,JR,"St. Paul, MN"
5,Harald Frey,G,"6' 1""",150 lbs,SO,"Oslo, Norway"
10,Devonte Klines,G,"6' 0""",185 lbs,JR,"Los Angeles, CA"
13,Isaac Bonton,G,"6' 2""",175 lbs,FR,"Portland, OR"
21,Benson Osayande,F,"6' 9""",200 lbs,SR,"Elk Grove, CA"
22,Konner Frey,F,"6' 6""",200 lbs,SR,"Bountiful, UT"
31,Devin Kirby,C,"6' 10""",215 lbs,SO,"Chandler, AZ"
33,Lassi Nikkarinen,G,"6' 2""",180 lbs,FR,"Helsinki, Finland"
44,Luke Schultz,C,"6' 11""",230 lbs,FR,"Fredericksburg, TX"
