number,name,position,height,weight,class,hometown
0,Junior Robinson,G,"5' 5""",150 lbs,SR,"Mebane, NC"
1,Bobby Planutis,F,"6' 8""",190 lbs,FR,"Hazleton, PA"
2,Damon'te Moore,G,"5' 8""",173 lbs,FR,"Baltimore, MD"
3,Jonah Antonio,G,"6' 5""",180 lbs,FR,"Perth, Australia"
4,James West IV,G,"6' 1""",165 lbs,FR,"Woodbridge, VA"
5,Chris Wray,F,"6' 8""",205 lbs,SR,"Shelby, NC"
10,Donald Carey,G,"6' 5""",185 lbs,FR,"Upper Marlboro, MD"
11,Ace Stallings,F,"6' 10""",230 lbs,FR,"Miami, FL"
12,Odri Dedolli,G,"6' 3""",177 lbs,FR,"Tirana, Albania"
13,Omar Habwe,F,"6' 6""",225 lbs,FR,"Lexington, VA"
14,Ross Young,F,"6' 7""",196 lbs,FR,"Atlanta, GA"
15,Brandon Leftwich,G,"6' 2""",177 lbs,FR,"Brooklyn, NY"
22,Nana Opoku,F,"6' 8""",186 lbs,FR,"Woodbridge, VA"
23,Greg Alexander,G,"6' 5""",205 lbs,SR,"Hampton, VA"
30,Jack Vukelich,F,"6' 9""",210 lbs,FR,"Mechanicsburg, PA"
54,Ryan Gomes,C,"6' 10""",240 lbs,SO,"Westminster, MD"
