number,name,position,height,weight,class,hometown
0,Caleb Morris,G,"6' 4""",185 lbs,SO,"Vista, CA"
1,Dane Norman,F,"6' 9""",190 lbs,JR,"San Diego, CA"
2,CJ Siples,G,"6' 3""",175 lbs,SR,"Cibolo, TX"
3,Sid Tomes,G,"6' 4""",200 lbs,SO,"Woodbury, MN"
5,Chris Joyce,G,"6' 6""",196 lbs,FR,"Jacksonville, FL"
11,Ameka Akaya,G,"6' 4""",210 lbs,FR,"Hagerstown, MD"
12,Lavelle Scottie,F,"6' 6""",200 lbs,SO,"Fort Worth, TX"
13,LeSean Brown,G,"6' 2""",185 lbs,SO,"San Antonio, TX"
15,Jacob Van,G,"6' 1""",175 lbs,SR,"Mansfield, TX"
20,Trevor Lyons,G,"6' 3""",190 lbs,SR,"Newport News, VA"
21,Javen Gumber,F,"6' 8""",200 lbs,FR,"Craig, CO"
22,Pervis Louder,G,"6' 4""",187 lbs,JR,"Raleigh, NC"
23,Kobi Betts,G,"6' 3""",190 lbs,SO,"Pueblo, CO"
24,Charles O'Briant,F,"6' 8""",200 lbs,FR,"Johns Creek, GA"
25,Bryce Hughes,G,"6' 3""",190 lbs,FR,"San Antonio, TX"
30,Jonathan DeWane,F,"6' 8""",205 lbs,SO,"Jacksonville, FL"
32,Ryan Manning,F,"6' 6""",200 lbs,SR,"Sacramento, CA"
33,Frank Toohey,C,"6' 7""",220 lbs,SR,"Elmhurst, IL"
34,Ryan Swan,F,"6' 7""",225 lbs,SO,"Aurora, CO"
35,James Edwards,G,"6' 0""",165 lbs,FR,"Allison Park, PA"
40,Kole Cerjan,F,"6' 7""",210 lbs,FR,"Colorado Springs, CO"
41,Peyton Spires,F,"6' 6""",237 lbs,FR,"Mobile, AL"
44,Keaton Van Soelen,G,"6' 7""",190 lbs,FR,"Waukee, IA"
