number,name,position,height,weight,class,hometown
1,Kyle Brown,G,"6' 3""",170 lbs,SR,"Bellevue, WA"
2,Wil Bathurst,G/F,"6' 3""",188 lbs,SR,"Olean, NY"
3,Jimmy Boeheim,F,"6' 8""",215 lbs,FR,"Fayetteville, NY"
4,Troy Whiteside,G,"6' 4""",188 lbs,JR,"Knoxville, TN"
5,Bryan Knapp,G,"6' 1""",170 lbs,FR,"Washington, DC"
10,Matt Morgan,G,"6' 2""",174 lbs,JR,"Concord, NC"
11,Terrance McBride,G,"6' 2""",170 lbs,FR,"Lynwood, CA"
12,Jordan Abdur-Ra'oof,F,"6' 8""",220 lbs,SR,"Rockville, MD"
13,Stone Gettings,F,"6' 8""",234 lbs,JR,"Malibu, CA"
21,Riley Voss,F,"6' 6""",220 lbs,FR,"Milford, OH"
22,Josh Warren,F,"6' 8""",223 lbs,SO,"Downingtown, PA"
23,Joel Davis,G,"6' 2""",176 lbs,JR,"Goldsboro, NC"
24,Pat Smith,G/F,"6' 5""",204 lbs,SR,"Chalfont, PA"
25,Jake Kuhn,G/F,"6' 6""",195 lbs,FR,"Bethesda, MD"
32,Jack Gordon,G,"6' 5""",189 lbs,JR,"Dallas, TX"
33,Steven Julian,F,"6' 6""",200 lbs,FR,"Louisville, KY"
