number,name,position,height,weight,class,hometown
1,Paul Thomas,F,"6' 8""",210 lbs,JR,"Humble, TX"
2,Omega Harris,G,"6' 3""",175 lbs,SR,"Bethany, OK"
3,Evan Gilyard,G,"5' 10""",155 lbs,FR,"Chicago, IL"
4,Tirus Smith,F,"6' 9""",250 lbs,FR,"Richton, MS"
5,Trey Wade,G/F,"6' 6""",205 lbs,FR,"Marietta, GA"
11,Jake Flaggert,F,"6' 7""",210 lbs,SR,"Lucas, TX"
12,Kelvin Jones,C,"6' 11""",240 lbs,SO,"Chihuahua, Mexico"
13,Isiah Osborne,G,"6' 5""",180 lbs,JR,"Windsor, ON"
15,Kobe Magee,G,"6' 1""",150 lbs,FR,"San Antonio, TX"
20,Joey St. Pierre,F,"6' 10""",280 lbs,FR,"Spring Grove, IL"
21,Trey Touchet,G,"6' 2""",190 lbs,JR,"Lafayette, LA"
23,Corbin Stephens,G,"6' 2""",180 lbs,JR,"Cedar Park, TX"
23,Roderick Williams,F,"6' 7""",210 lbs,SO,"Los Angeles, CA"
24,Deshaun Highler,G,"6' 2""",165 lbs,FR,"Riverside, CA"
25,Keith Frazier,G,"6' 5""",190 lbs,SR,"Dallas, TX"
34,Brandon Averitt,G,"6' 1""",150 lbs,FR,"Monrovia, CA"
35,Chris White,G,"6' 2""",165 lbs,JR,"Lawndale, CA"
41,Matt Willms,C,"7' 1""",240 lbs,SR,"Leamington, ON"
54,Isaiah Rhyanes,C,"6' 9""",210 lbs,JR,"El Paso, TX"
