number,name,position,height,weight,class,hometown
0,Nelly Cummings,G,"6' 0""",175 lbs,FR,"Midland, PA"
1,Demajeo Wiggins,F,"6' 10""",240 lbs,JR,"Toledo, OH"
3,Rodrick Caldwell,G,"5' 10""",175 lbs,SO,"Dayton, OH"
5,Dylan Frye,G,"6' 2""",170 lbs,SO,"Pembroke Pines, FL"
10,Justin Turner,G,"6' 4""",190 lbs,FR,"Detroit, MI"
11,Antwon Lillard,G,"6' 5""",180 lbs,JR,"Cleveland, OH"
13,Jeffrey Uju,F,"6' 7""",220 lbs,JR,"Bolingbrook, IL"
23,De Andre' Austin,G,"5' 9""",155 lbs,JR,"Warrensville Heights, OH"
24,Matt Fox,G,"6' 4""",190 lbs,SR,"Maumee, OH"
25,Daeqwon Plowden,G/F,"6' 6""",195 lbs,FR,"Philadelphia, PA"
30,Ethan Good,G,"6' 1""",180 lbs,SO,"Wapakoneta, OH"
33,Matiss Kulackovskis,F,"6' 9""",210 lbs,FR,"Saldus, Latvia"
40,Derek Koch,F,"6' 9""",260 lbs,FR,"West Salem, OH"
52,Joniya Gadson,C,"6' 10""",260 lbs,FR,"Miami Gardens, FL"
