number,name,position,height,weight,class,hometown
1,Bryson Scott,G,"6' 1""",210 lbs,SR,"Fort Wayne, IN"
2,Chris Rollins,G,"6' 0""",170 lbs,FR,"Detroit, MI"
5,Jax Levitch,G,"6' 7""",210 lbs,SO,"Louisville, KY"
11,Dylan Carl,F,"6' 11""",225 lbs,FR,"Alma, MI"
13,Matt Holba,F,"6' 7""",200 lbs,JR,"Noblesville, IN"
15,Jordan Coblin,G,"6' 1""",175 lbs,FR,"Boca Raton, FL"
21,Jordon King,G,"6' 4""",195 lbs,SR,"Seattle, WA"
22,Xzavier Taylor,F,"6' 9""",255 lbs,SR,"Chicago, IL"
32,Kason Harrell,G,"6' 2""",192 lbs,JR,"Pittsburgh, PA"
33,Matt Weir,G,"6' 1""",180 lbs,FR,"New Concord, OH"
34,Cameron Benford,F,"6' 8""",240 lbs,FR,"Seattle, WA"
35,Jairus Stevens,G,"6' 5""",210 lbs,FR,"Merrillville, IN"
41,Marcus DeBerry,G,"6' 5""",165 lbs,JR,"Union City, TN"
55,John Konchar,G,"6' 5""",210 lbs,JR,"West Chicago, IL"
