number,name,position,height,weight,class,hometown
0,JT Gibson,G,"6' 3""",195 lbs,SO,"Brooklyn Park, MN"
1,Renard Suggs,G,"6' 2""",210 lbs,SR,"St. Paul, MN"
3,Lamar Wofford-Humphrey,F,"6' 9""",225 lbs,SR,"Flossmoor, IL"
4,Zach Thornhill,G,"6' 4""",185 lbs,FR,"Lenexa, KS"
5,KJ Robinson,G,"6' 0""",190 lbs,SO,"Blue Springs, MO"
10,Ayo Akinwole,G,"6' 0""",165 lbs,FR,"Papillion, NE"
11,Alex Allbery,G,"6' 1""",205 lbs,SR,"Omaha, NE"
13,Daniel Norl,G,"6' 3""",200 lbs,SR,"Clarksville, TN"
15,Brendan Lipovsky,F,"6' 4""",185 lbs,JR,"Fairfield, NE"
20,Hayden Miller,G,"6' 1""",180 lbs,FR,"Nebraska City, NE"
21,Zach Jackson,G,"6' 5""",185 lbs,JR,"Wichita, KS"
32,Daniel Meyer,F,"6' 9""",250 lbs,SR,"Billings, MT"
33,Evan Tricker,F,"6' 11""",180 lbs,FR,"Naples, FL"
40,Matt Pile,F,"6' 8""",240 lbs,FR,"Goddard, KS"
44,Mitch Hahn,F,"6' 8""",210 lbs,JR,"Fremont, NE"
NA,Wanjang Tut,F,"6' 8""",205 lbs,FR,"Omaha, NE"
