number,name,position,height,weight,class,hometown
1,Tyrie Jackson,G,"6' 1""",212 lbs,SO,"Tifton, GA"
2,Khadim Sy,F,"6' 10""",240 lbs,SO,"Dakar, Senegal"
3,Wabissa Bede,G,"6' 1""",195 lbs,FR,"North Andover, MA"
4,Nickeil Alexander-Walker,G/F,"6' 5""",210 lbs,FR,"Toronto, ON"
5,Justin Robinson,G,"6' 1""",190 lbs,JR,"Manassas, VA"
10,Justin Bibbs,G,"6' 5""",220 lbs,SR,"Dayton, OH"
11,Devin Wilson,G,"6' 4""",195 lbs,SR,"McKees Rocks, PA"
13,Ahmed Hill,G,"6' 5""",210 lbs,JR,"Augusta, GA"
14,P.J. Horne,F,"6' 5""",215 lbs,FR,"Tifton, GA"
15,Chris Clarke,G/F,"6' 6""",220 lbs,JR,"Virginia Beach, VA"
21,Nick Fullard,F,"6' 10""",250 lbs,SR,"La Plata, MD"
22,Justin Ammerman,G,"6' 3""",185 lbs,JR,"West Chester, PA"
24,Kerry Blackshear Jr.,F,"6' 10""",252 lbs,JR,"Orlando, FL"
42,Ty Outlaw,G/F,"6' 6""",218 lbs,SR,"Roxboro, NC"
