number,name,position,height,weight,class,hometown
0,Marcus Dickinson,G,"6' 2""",177 lbs,SO,"Norman, OK"
1,Cam Christon,G,"6' 6""",188 lbs,FR,"Allen, TX"
2,Lexus Williams,G,"6' 0""",167 lbs,SR,"Chicago, IL"
3,Justinian Jessup,G,"6' 6""",200 lbs,SO,"Longmont, CO"
4,Matt Serven,G,"6' 4""",166 lbs,FR,"Huntington Beach, CA"
5,Malek Harwell,G,"6' 4""",188 lbs,SO,"Pocatello, ID"
10,Robin Jorch,C,"6' 11""",245 lbs,JR,"Berlin, Germany"
11,Zach Haney,F,"6' 11""",239 lbs,JR,"Humble, TX"
15,Chandler Hutchison,G,"6' 7""",197 lbs,SR,"Mission Viejo, CA"
20,Daniel Holst,G,"6' 7""",190 lbs,FR,"Ventura, CA"
21,Derrick Alston,G,"6' 8""",170 lbs,FR,"Houston, TX"
22,Casdon Jardine,G/F,"6' 7""",218 lbs,SO,"Twin Falls, ID"
33,David Wacker,F,"6' 10""",236 lbs,JR,"Converse, TX"
34,Alex Hobbs,G,"6' 4""",191 lbs,SO,"La Porte, TX"
43,Christian Sengfelder,F,"6' 9""",246 lbs,SR,"Leverkusen, Germany"
