number,name,position,height,weight,class,hometown
0,Michael Mayernick,G,"5' 8""",150 lbs,FR,"Nashville, TN"
1,Austin Luke,G,"6' 3""",200 lbs,SR,"Rowlett, TX"
2,Grayson Murphy,G,"6' 1""",170 lbs,FR,"Thompson's Station, TN"
3,Dylan Windler,G/F,"6' 7""",195 lbs,JR,"Indianapolis, IN"
10,Caleb Hollander,F,"6' 8""",230 lbs,FR,"Nashville, TN"
11,Kevin McClain,G,"6' 2""",180 lbs,JR,"Jasper, FL"
14,Nick Hopkins,G,"5' 11""",160 lbs,FR,"Fayetteville, TN"
20,Tate Pierson,G,"6' 5""",180 lbs,FR,"Brentwood, TN"
21,Burton Sampson,G,"6' 4""",195 lbs,SR,"Knoxville, TN"
24,Michael Benkert,G,"6' 4""",195 lbs,SO,"Greenwood, IN"
25,Mack Mercer,F,"6' 9""",230 lbs,JR,"Plymouth, IN"
32,Amanze Egekeze,F,"6' 8""",220 lbs,SR,"Lake in the Hills, IL"
33,Nick Muszynski,C,"6' 10""",220 lbs,FR,"Pickerington, OH"
41,Tyler Hadden,C,"6' 10""",240 lbs,SR,"Cincinnati, OH"
50,Seth Adelsperger,C,"6' 11""",225 lbs,SO,"Peru, IN"
