number,name,position,height,weight,class,hometown
0,Isaac Gassman,G,"6' 5""",180 lbs,FR,"Utica, IL"
1,Elijah Clarance,G,"6' 4""",190 lbs,FR,"Malmo, Sweden"
2,Zach Copeland,G,"6' 4""",185 lbs,JR,"Oakland, CA"
3,Keyshawn Evans,G,"6' 0""",180 lbs,JR,"Fort Lauderdale, FL"
4,Daouda N'Diaye,C,"7' 0""",215 lbs,JR,"Dakar, Senegal"
5,Matt Hein,G,"6' 3""",185 lbs,SO,"Windermere, FL"
10,Phil Fayne,F,"6' 9""",200 lbs,JR,"Elk Grove, CA"
22,Matt Chastain,G/F,"6' 6""",190 lbs,SO,"Le Roy, IL"
23,William Tinsley,G,"6' 6""",195 lbs,JR,"Colfax, IL"
24,Jerron Martin,G,"6' 0""",175 lbs,SR,"Prince George's County, MD"
25,Madison Williams,G,"6' 3""",170 lbs,SO,"Augusta, GA"
30,Luke Litwiller,F,"6' 5""",200 lbs,FR,"Hopedale, IL"
32,Taylor Bruninga,F,"6' 8""",200 lbs,FR,"Mapleton, IL"
34,Christian Romine,F/C,"6' 9""",220 lbs,SO,"Mahomet, IL"
52,Milik Yarbrough,F,"6' 6""",230 lbs,JR,"Zion, IL"
