number,name,position,height,weight,class,hometown
0,Gavin Peppers,G,"6' 2""",190 lbs,SR,"Brookeville, MD"
1,Corey Redman,G,"6' 6""",192 lbs,JR,"Boyne City, MI"
2,Shawn Roundtree,G,"6' 0""",185 lbs,JR,"Edwardsville, IL"
3,A.J. Bullard,F,"6' 9""",187 lbs,FR,"Houston, TX"
4,Andrew Myers,G,"5' 11""",185 lbs,JR,"Clarkston, MI"
10,Jamarrio Rule,F,"6' 3""",260 lbs,FR,"Chicago, IL"
11,Innocent Nwoko,C,"6' 11""",232 lbs,FR,"New Haven, MI"
12,Josh Kozinski,G,"6' 4""",188 lbs,SR,"Edwardsburg, MI"
13,Adam Kozinski,G,"6' 0""",170 lbs,FR,"Edwardsburg, MI"
14,David DiLeo,F,"6' 7""",216 lbs,SO,"Iowa City, IA"
15,Matty Smith,G,"5' 11""",180 lbs,SO,"Elgin, IL"
20,Kevin McKay,G,"6' 5""",222 lbs,SO,"Warren, MI"
21,Cecil Williams,F,"6' 6""",215 lbs,SR,"Columbia, MO"
22,Matt Beachler,G,"6' 4""",192 lbs,FR,"Lowell, MI"
23,DaRohn Scott,F,"6' 9""",230 lbs,SR,"Grand Rapids, MI"
24,Luke Meyer,F,"6' 10""",224 lbs,SR,"Addison, MI"
25,Austin Ervin,F,"6' 5""",247 lbs,SO,"St. Johns, MI"
35,John McCarty,F,"6' 5""",205 lbs,SR,"Lake Orion, MI"
