number,name,position,height,weight,class,hometown
0,Desmond Ringer,F,"6' 9""",255 lbs,SR,"McDonough, GA"
1,Cory Kilby,F,"6' 7""",195 lbs,JR,"Ada, OK"
2,Jaylen Stowe,G,"6' 4""",200 lbs,JR,"Harrisburg, NC"
3,Stephen Gavin,G,"6' 3""",190 lbs,JR,"Savannah, GA"
3,Marcus Cohen,G,"6' 4""",180 lbs,FR,"Tampa, FL"
5,Jordan Strawberry,G,"6' 1""",175 lbs,SR,"Anaheim, CA"
10,Ria'n Holland,G,"6' 0""",152 lbs,SR,"Fayetteville, NC"
11,Ryan Johnson,G,"6' 5""",192 lbs,JR,"Greensboro, NC"
12,Mitch Prendergast,G,"6' 1""",180 lbs,FR,"Dallas, TX"
14,Ethan Stair,G,"6' 5""",205 lbs,SO,"Hazel Green, AL"
20,Ross Cummings,G,"6' 3""",185 lbs,SO,"Dickson, TN"
20,Darius Roy,G,"6' 2""",170 lbs,SR,"Lawton, OK"
21,Mason Green,F,"6' 10""",220 lbs,FR,"McDonough, GA"
22,Carson Heinen,G,"6' 2""",155 lbs,FR,"Gainesville, GA"
23,Demetre Rivers,G,"6' 8""",180 lbs,SR,"Ladson, SC"
25,Rashad Lewis,G,"5' 8""",156 lbs,SR,"Valdosta, GA"
33,Mac Brydon,C,"6' 10""",280 lbs,FR,"Charlotte, NC"
34,Stephon Jelks,F,"6' 6""",225 lbs,SR,"Marietta, GA"
50,Victor Baffuto,C,"6' 10""",220 lbs,FR,"Brasilia, Brazil"
