number,name,position,height,weight,class,hometown
0,New Williams,G,"6' 1""",175 lbs,SO,"Inglewood, CA"
1,Jaron Hopkins,G,"6' 6""",210 lbs,SR,"Mesa, AZ"
3,Johnny McWilliams,G,"6' 6""",200 lbs,SO,"San Marcos, CA"
4,Braxton Huggins,G,"6' 4""",195 lbs,SR,"Bakersfield, CA"
5,Jahmel Taylor,G,"6' 0""",180 lbs,SR,"Los Angeles, CA"
10,Eric Vila,F,"6' 11""",210 lbs,SO,"Girona, Spain"
11,Bryson Williams,F,"6' 8""",230 lbs,SO,"Fresno, CA"
12,Myles Fitzgerald-Warren,G,"6' 3""",180 lbs,FR,"Portland, OR"
15,Gilles Dekoninck,F,"6' 6""",210 lbs,FR,"Diest, Belgium"
20,Sam Bittner,F,"6' 6""",210 lbs,JR,"Las Vegas, NV"
21,Deshon Taylor,G,"6' 2""",185 lbs,JR,"Los Angeles, CA"
22,Ray Bowles Jr.,G,"6' 5""",205 lbs,SR,"Modesto, CA"
32,Nate Grimes,F,"6' 8""",225 lbs,SO,"Las Vegas, NV"
34,Terrell Carter II,C,"6' 10""",290 lbs,SR,"Los Angeles, CA"
35,Lazaro Rojas,F/C,"6' 11""",245 lbs,FR,"Sao Jose dos Campos, Brazil"
55,Noah Blackwell,G,"6' 3""",190 lbs,JR,"Roseville, CA"
