number,name,position,height,weight,class,hometown
0,Jalon Pipkins,G,"6' 4""",180 lbs,FR,"Paris, TX"
1,Micheal Warren,G,"6' 5""",180 lbs,SR,"Washington, DC"
2,Terrell Gomez,G,"5' 8""",160 lbs,FR,"Los Angeles, CA"
3,Lyrik Shreiner,G,"6' 3""",190 lbs,SO,"Phoenix, AZ"
4,Tavrion Dawson,F,"6' 8""",202 lbs,SR,"Long Beach, CA"
5,Mahamadou Kaba-Camara,C,"7' 0""",273 lbs,SO,"Conakry, Guinea"
10,Zeno Lake,F,"6' 8""",215 lbs,JR,"Compton, CA"
11,Lamine Diane,F,"6' 7""",200 lbs,FR,"Dakar, Senegal"
12,Alex Sokol,G,"6' 5""",175 lbs,FR,"San Jose, CA"
13,Mason Johnson,G,"6' 2""",185 lbs,FR,"Oxnard, CA"
14,Jonathan Guevara,G,"6' 1""",165 lbs,JR,"Los Angeles, CA"
14,Jonathan Brown,G,"6' 1""",165 lbs,JR,"Los Angeles, CA"
21,Kobe Paras,G,"6' 6""",200 lbs,SO,"Manila, Philippines"
22,Carl Brown,G,"6' 4""",180 lbs,JR,"Louisville, KY"
24,Reggie Theus Jr.,F,"6' 6""",217 lbs,SR,"Los Angeles, CA"
30,Anthony Swan,F,"6' 7""",196 lbs,JR,"Los Angeles, CA"
34,Jared Pearre,F,"6' 9""",190 lbs,FR,"McKinney, TX"
42,Blair Orr,C,"6' 8""",252 lbs,JR,"Camarillo, CA"
