number,name,position,height,weight,class,hometown
0,Dante Thorpe,G,"6' 4""",195 lbs,JR,"Washington, DC"
2,Gairges Daow,G,"6' 4""",190 lbs,FR,"Melbourne, Australia"
3,Marlo Brown,G,"6' 5""",200 lbs,FR,"Southfield, MI"
4,Lacey James,F,"6' 9""",235 lbs,JR,"Grand Rapids, MI"
5,Justin Thomas,G,"5' 11""",180 lbs,SO,"Indianapolis, IN"
10,Eugene German,G,"6' 0""",175 lbs,SO,"Gary, IN"
11,Noah McCarty,F,"6' 7""",240 lbs,SO,"Rock Falls, IL"
12,Anastasios Demogerontas,G/F,"6' 7""",210 lbs,JR,"Orland Park, IL"
15,Jaylen Key,F,"6' 8""",230 lbs,JR,"Milwaukee, WI"
20,Caleb Oehlberg,G,"6' 0""",165 lbs,SO,"DeKalb, IL"
22,Rod Henry-Hayes,G,"6' 4""",180 lbs,FR,"Zion, IL"
25,Brennen Woods,F,"6' 4""",200 lbs,FR,"Carpentersville, IL"
32,Andrew Zelis,C,"7' 0""",255 lbs,SR,"Wheaton, IL"
33,Owen Hamilton,C,"7' 0""",255 lbs,FR,"Prescott, WI"
42,Levi Bradley,G/F,"6' 7""",210 lbs,JR,"Milwaukee, WI"
55,Brandon Danowski,G,"5' 11""",180 lbs,FR,"Wilmette, IL"
NA,Jon Siu,G,"6' 5""",195 lbs,JR,Hong Kong
