number,name,position,height,weight,class,hometown
0,Makale Foreman,G,"6' 1""",185 lbs,SO,"Kingsport, TN"
1,Rodney Chatman,G,"6' 1""",175 lbs,SO,"Lithonia, GA"
2,Jerry Johnson Jr.,G,"6' 1""",220 lbs,JR,"Memphis, TN"
2,Joshua Phillips,C,"6' 8""",245 lbs,SR,"Hendersonville, TN"
3,David Jean-Baptiste,G,"6' 1""",190 lbs,FR,"Miami, FL"
4,Nick DesMarais,F,"6' 4""",193 lbs,FR,"White House, TN"
5,Nat Dixon,G/F,"6' 4""",180 lbs,JR,"Panama City, FL"
10,James Lewis Jr.,F,"6' 5""",215 lbs,FR,"Mount Holly, NC"
12,Dylan Brewster,G,"6' 0""",185 lbs,JR,"Lenoir City, TN"
13,A.J. Bowers,F,"6' 5""",184 lbs,FR,"Nashville, TN"
13,Trayvond Massenburg,F,"6' 7""",220 lbs,SR,"Philadelphia, PA"
21,Duane Moss,F,"6' 6""",190 lbs,FR,"Myrtle Beach, SC"
22,Makinde London,F,"6' 10""",220 lbs,JR,"Nashville, TN"
24,C.J. Massengill,G,"6' 1""",175 lbs,FR,"Chattanooga, TN"
25,Justin Brown,C,"6' 10""",200 lbs,FR,"Lansing, IL"
33,Jonathan Bryant II,G,"6' 3""",210 lbs,FR,"Orange Park, FL"
NA,Ramon Vila,F,"6' 8""",230 lbs,SO,"Barcelona, Spain"
