number,name,position,height,weight,class,hometown
0,Shaqquan Aaron,G,"6' 7""",195 lbs,JR,"Seattle, WA"
1,Jordan Usher,G/F,"6' 7""",225 lbs,FR,"Canton, GA"
2,Jonah Mathews,G,"6' 3""",195 lbs,SO,"Santa Monica, CA"
3,Harrison Henderson,F,"6' 10""",225 lbs,SO,"Dallas, TX"
4,Chimezie Metu,F,"6' 11""",225 lbs,JR,"Lawndale, CA"
5,Derryck Thornton,G,"6' 2""",195 lbs,SO,"Los Angeles, CA"
11,Jordan McLaughlin,G,"6' 1""",185 lbs,SR,"Etiwanda, CA"
12,Devin Fleming,G,"6' 2""",190 lbs,JR,"Moreno Valley, CA"
13,Charles O'Bannon Jr.,G,"6' 6""",210 lbs,FR,"Las Vegas, NV"
21,Kurt Karis,G,"6' 1""",195 lbs,SR,"Northbrook, IL"
22,De'Anthony Melton,G,"6' 4""",200 lbs,SO,"North Hollywood, CA"
25,Bennie Boatwright,F,"6' 10""",227 lbs,JR,"Mission Hills, CA"
30,Elijah Stewart,G,"6' 5""",195 lbs,SR,"DeRidder, LA"
31,Nick Rakocevic,F,"6' 11""",225 lbs,SO,"Chicago, IL"
34,Victor Uyaelunmo,F,"6' 11""",220 lbs,FR,"Miami, FL"
