number,name,position,height,weight,class,hometown
1,Anthony Wilson,F,"6' 5""",210 lbs,SO,"Miami, FL"
2,Jordan Jones,F,"6' 8""",205 lbs,SR,"Alpharetta, GA"
3,James Scott,G,"6' 5""",188 lbs,SO,"Union, NJ"
4,Tyler Hooker,G,"6' 0""",150 lbs,SO,"Simpsonville, SC"
5,Isaac Mbuyamba,F,"6' 6""",220 lbs,SO,"Portland, OR"
11,Kyle Clarke,G,"6' 5""",188 lbs,JR,"Daytona Beach, FL"
13,Tristan Jarrett,G,"6' 4""",196 lbs,FR,"Brownsville, TN"
15,Arthur Gray,F,"6' 6""",234 lbs,SR,"Lawrenceville, GA"
21,Nick Masterson,G,"6' 6""",202 lbs,SR,"Woodstock, GA"
24,Bryson Lockley,F,"6' 8""",203 lbs,SO,"Houston, TX"
31,Isaiah Rose,G,"6' 4""",200 lbs,JR,"Alpharetta, GA"
33,Kosta Jankovic,F,"6' 7""",200 lbs,JR,"Belgrade, Serbia"
35,Markus Smith,G,"6' 4""",188 lbs,FR,"Snellville, GA"
NA,Daniel Lewis,G,"6' 5""",175 lbs,FR,"Atlanta, GA"
