number,name,position,height,weight,class,hometown
0,Jalen Gabbidon,G,"6' 5""",190 lbs,FR,"Harrisburg, PA"
2,Eric Monroe,G,"6' 2""",175 lbs,SO,"San Diego, CA"
3,Alex Copeland,G,"6' 3""",175 lbs,JR,"Los Angeles, CA"
4,Noah Yates,F,"6' 5""",195 lbs,SR,"Pt. Pleasant Beach, NJ"
5,Azar Swain,G,"6' 0""",185 lbs,FR,"Brockton, MA"
10,Eric Anderson,G/F,"6' 7""",220 lbs,SR,"West Chester, PA"
11,Makai Mason,G,"6' 1""",180 lbs,SR,"Greenfield, MA"
13,Trey Phills,G,"6' 2""",185 lbs,JR,"Charlotte, NC"
14,Jameel Alausa,F,"6' 7""",210 lbs,FR,"Chicago, IL"
20,Paul Atkinson,F,"6' 10""",220 lbs,FR,"West Palm Beach, FL"
22,Austin Williams,F,"6' 8""",235 lbs,SO,"Jacksonville, FL"
23,Jordan Bruner,F,"6' 9""",205 lbs,SO,"Columbia, SC"
24,Miye Oni,G,"6' 6""",200 lbs,SO,"Porter Ranch, CA"
30,Landon Russell,G,"6' 2""",175 lbs,SR,"Fort Worth, TX"
32,Blake Reynolds,F,"6' 7""",240 lbs,JR,"Jackson, MO"
33,Wyatt Yess,F,"6' 8""",220 lbs,FR,"Saint Louis, MO"
34,Thomas Ryan,G,"6' 4""",185 lbs,JR,"New York, NY"
