number,name,position,height,weight,class,hometown
2,Jordan Allen,G,"6' 4""",195 lbs,SO,"Dover, DE"
3,Noah Buono,G,"6' 6""",170 lbs,FR,"Brick, NJ"
5,Tyrei Randall,G,"6' 5""",165 lbs,FR,"Aurora, CO"
10,Kealen Washington-Ives,G,"5' 9""",165 lbs,JR,"Providence, RI"
11,Devine Eke,F,"6' 8""",201 lbs,JR,"Plainfield, NJ"
12,Anthony Durham,G,"6' 3""",190 lbs,SR,"Philadelphia, PA"
13,Frederick Scott,F,"6' 8""",223 lbs,JR,"Munster, IN"
14,Dimencio Vaughn,G/F,"6' 5""",210 lbs,SO,"New York, NY"
15,Karamoko Cisse,F,"6' 7""",225 lbs,JR,"Denver, CO"
20,Tyere Marshall,C,"6' 9""",220 lbs,SO,"Philadelphia, PA"
22,Kimar Williams,G,"6' 1""",175 lbs,JR,"Philadelphia, PA"
23,Stevie Jordan,G,"6' 0""",170 lbs,SO,"Bensalem, PA"
24,Ryan O'Leary,G,"6' 5""",180 lbs,FR,"Sayreville, NJ"
25,Joe Ajike,G,"6' 4""",200 lbs,SR,"Cherry Hill, NJ"
32,Ahmad Gilbert,G,"6' 6""",205 lbs,JR,"Philadelphia, PA"
44,Paxton Wilson,G,"6' 3""",180 lbs,FR,"Clearwater, FL"
