player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
J. Thomas,F,25,3,9,0,1,0,2,3,3,6,1,1,0,4,2,6,TRUE,2010-12-12,Hawaii Pacific,H
V. Joaquim,C,17,4,4,0,0,2,2,2,0,2,0,0,0,0,2,10,TRUE,2010-12-12,Hawaii Pacific,H
B. Miles,G,26,4,8,1,3,0,2,0,3,3,6,0,1,1,5,9,TRUE,2010-12-12,Hawaii Pacific,H
H. Thompson,G,31,5,11,2,5,3,6,0,4,4,3,2,0,0,0,15,TRUE,2010-12-12,Hawaii Pacific,H
Z. Johnson,G,27,6,11,6,9,0,0,0,9,9,1,0,0,3,0,18,TRUE,2010-12-12,Hawaii Pacific,H
D. Brumfield,F,5,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,FALSE,2010-12-12,Hawaii Pacific,H
T. Wiseman,F,16,1,4,0,0,1,2,2,1,3,1,1,0,1,1,3,FALSE,2010-12-12,Hawaii Pacific,H
D. Kurtz,C,23,3,5,0,0,2,5,6,6,12,0,1,1,3,5,8,FALSE,2010-12-12,Hawaii Pacific,H
B. Barnes,G,30,0,3,0,3,3,4,0,5,5,0,0,0,3,1,3,FALSE,2010-12-12,Hawaii Pacific,H
TEAM,NA,NA,26,57,9,21,11,23,15,36,51,12,5,2,16,16,72,FALSE,2010-12-12,Hawaii Pacific,H
