game_id,away,home,away_rank,home_rank,away_score,home_score,date
401175254,Pepperdine,Santa Clara,NA,NA,NA,NA,2020-01-23
401175255,San Francisco,Saint Mary's,NA,NA,NA,NA,2020-01-23
401170677,USC,Oregon,NA,12,NA,NA,2020-01-23
401170678,UCLA,Oregon State,NA,NA,NA,NA,2020-01-23
401166185,Michigan State,Indiana,11,NA,63,67,2020-01-23
401170676,Washington State,Colorado,NA,23,56,78,2020-01-23
401169546,UConn,Houston,NA,25,59,63,2020-01-23
401171514,Radford,UNC Asheville,NA,NA,67,80,2020-01-23
401171813,Delaware,Hofstra,NA,NA,73,71,2020-01-23
401166186,Minnesota,Ohio State,NA,NA,62,59,2020-01-23
401170458,NJIT,Stetson,NA,NA,64,65,2020-01-23
401170459,North Alabama,Kennesaw State,NA,NA,78,58,2020-01-23
401172380,James Madison,William & Mary,NA,NA,75,88,2020-01-23
401172473,Green Bay,Cleveland State,NA,NA,78,74,2020-01-23
401172499,IUPUI,Detroit Mercy,NA,NA,64,76,2020-01-23
401171557,South Carolina Upstate,Winthrop,NA,NA,53,79,2020-01-23
401171787,Drexel,Northeastern,NA,NA,52,85,2020-01-23
401174469,UIC,Oakland,NA,NA,80,50,2020-01-23
401175142,Milwaukee,Youngstown St,NA,NA,75,73,2020-01-23
401173959,Belmont,Murray State,NA,NA,75,85,2020-01-23
401171435,Gardner-Webb,High Point,NA,NA,79,76,2020-01-23
401175952,Florida International,Old Dominion,NA,NA,83,80,2020-01-23
401176467,Sacred Heart,Central Connecticut,NA,NA,82,54,2020-01-23
401176468,Fairleigh Dickinson,Merrimack,NA,NA,71,74,2020-01-23
401176469,St. Francis (PA),Long Island University,NA,NA,81,86,2020-01-23
401176470,Robert Morris,St. Francis (BKN),NA,NA,57,78,2020-01-23
401170457,Liberty,North Florida,NA,NA,70,71,2020-01-23
401175907,Florida Atlantic,Charlotte,NA,NA,68,70,2020-01-23
401176099,Wagner,Bryant,NA,NA,58,79,2020-01-23
401171027,Campbell,Hampton,NA,NA,74,83,2020-01-23
401171857,Towson,Elon,NA,NA,72,61,2020-01-23
401170460,Jacksonville,Lipscomb,NA,NA,89,85,2020-01-23
401171413,Presbyterian,Charleston Southern,NA,NA,66,74,2020-01-23
401175869,Louisiana Tech,Middle Tennessee,NA,NA,80,73,2020-01-23
401175940,UTSA,North Texas,NA,NA,78,98,2020-01-23
401175983,UTEP,Rice,NA,NA,72,64,2020-01-23
401174809,South Alabama,Arkansas State,NA,NA,71,75,2020-01-23
401174981,Western Illinois,Omaha,NA,NA,82,87,2020-01-23
401174982,Purdue Fort Wayne,South Dakota,NA,NA,60,83,2020-01-23
401170679,Washington,Utah,NA,NA,66,67,2020-01-23
401174980,Denver,North Dakota,NA,NA,71,78,2020-01-23
401175993,Southern Miss,UAB,NA,NA,84,77,2020-01-23
401173889,Tennessee State,Austin Peay,NA,NA,74,99,2020-01-23
401173613,Valparaiso,Missouri State,NA,NA,60,67,2020-01-23
401175075,SE Missouri St,SIU-Edwardsville,NA,NA,65,84,2020-01-23
401175076,Morehead State,Tennessee Tech,NA,NA,59,71,2020-01-23
401174051,UT Martin,Eastern Illinois,NA,NA,83,95,2020-01-23
401174073,Eastern Kentucky,Jacksonville State,NA,NA,81,77,2020-01-23
401175645,Seattle,Grand Canyon,NA,NA,77,80,2020-01-23
401166545,Montana,Idaho State,NA,NA,77,74,2020-01-23
401166546,Montana State,Weber State,NA,NA,62,61,2020-01-23
401175253,Portland,Loyola Marymount,NA,NA,65,77,2020-01-23
401175543,Utah Valley,CSU Bakersfield,NA,NA,57,58,2020-01-23
401175180,BYU,Pacific,NA,NA,74,60,2020-01-23
401171571,Cal Poly,UC Riverside,NA,NA,64,97,2020-01-23
401166547,Portland State,Sacramento State,NA,NA,55,66,2020-01-23
