player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,location
5243273,S. Lasu,20,4,4,0,0,0,2,2,4,6,0,1,2,0,4,8,Long Island University,York NY,TRUE,TRUE,2024-12-04,H
5122836,J. Fuller,24,5,9,0,1,0,1,3,3,6,1,0,1,1,1,10,Long Island University,York NY,TRUE,TRUE,2024-12-04,H
5243271,J. Lee,23,9,12,3,6,2,2,2,2,4,1,2,1,1,3,23,Long Island University,York NY,TRUE,TRUE,2024-12-04,H
5118036,B. Lander,29,4,9,2,7,2,2,1,3,4,3,1,0,1,2,12,Long Island University,York NY,TRUE,TRUE,2024-12-04,H
4702767,T. Strickland,32,2,9,1,4,0,0,0,4,4,12,2,0,2,1,5,Long Island University,York NY,TRUE,TRUE,2024-12-04,H
5181768,X. Li,14,4,6,1,1,0,0,3,2,5,2,1,0,1,2,9,Long Island University,York NY,TRUE,FALSE,2024-12-04,H
5177263,J. Steele,24,6,12,1,2,0,2,7,4,11,2,0,1,2,5,13,Long Island University,York NY,TRUE,FALSE,2024-12-04,H
5243275,G. Pendergast,4,2,3,0,1,0,0,0,1,1,0,0,0,0,0,4,Long Island University,York NY,TRUE,FALSE,2024-12-04,H
5177262,T. Sheppard,16,5,7,0,0,0,1,1,6,7,3,0,1,0,0,10,Long Island University,York NY,TRUE,FALSE,2024-12-04,H
4703801,B. Davis,14,3,7,2,3,1,2,2,0,2,3,1,1,0,0,9,Long Island University,York NY,TRUE,FALSE,2024-12-04,H
NA,TEAM,NA,44,78,10,25,5,12,21,30,51,27,8,7,8,18,103,Long Island University,York NY,TRUE,FALSE,2024-12-04,H
