player_id,number,name,position,height,weight,class,hometown,player_image
5107176,0,Tre Dinkins,G,"6' 2""",190 lbs,JR,"Chester, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107176.png
5107177,1,Devean Williams,G,"6' 3""",180 lbs,SO,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107177.png
5177090,2,TJ Porter,F,"6' 8""",215 lbs,JR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5177090.png
4897484,3,Cam Palesse,G,"6' 5""",195 lbs,SO,"Waukesha, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897484.png
5107178,4,Youri Fritz,F,"6' 9""",190 lbs,SO,"Tiel, Netherlands",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107178.png
4702950,5,Siem Uijtendaal,G,"6' 6""",185 lbs,SR,"Haarlem, Netherlands",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702950.png
5177091,11,Davon Ware,G,"5' 10""",170 lbs,SR,"Buffalo, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5177091.png
5107179,12,Bryce Okpoh,F,"6' 7""",190 lbs,SR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107179.png
4593902,15,Joe Jones III,F,"6' 10""",230 lbs,SR,"Buffalo, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593902.png
4719466,21,TJ Gadsden,G,"6' 7""",195 lbs,JR,"New York, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4719466.png
5107180,23,Frank Mitchell,F,"6' 8""",240 lbs,JR,"Toronto, Canada",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5107180.png
4896367,25,Xzavier Long,F,"6' 7""",190 lbs,JR,"Washington, DC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896367.png
5177092,32,Maji David-Maji,F,"6' 5""",245 lbs,SO,"Kogi, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5177092.png
5177093,33,Nicco DiGiulio,G,"5' 10""",155 lbs,FR,"Williamsville, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5177093.png
4896368,44,Tahj Staveskie,G,"6' 0""",165 lbs,SO,"Sandusky, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4896368.png
