player_id,number,name,position,height,weight,class,hometown,player_image
4816087,0,Kyle Cuffe Jr.,G,"6' 2""",190 lbs,SO,"Harlem, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4816087.png
5105337,1,Maliq Brown,F,"6' 8""",222 lbs,SO,"Culpeper, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105337.png
4683697,2,JJ Starling,G,"6' 4""",206 lbs,SO,"Baldwinsville, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4683697.png
4684729,3,Judah Mintz,G,"6' 4""",185 lbs,SO,"Fort Washington, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684729.png
4684627,4,Chris Bell,F,"6' 7""",188 lbs,SO,"Concord, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684627.png
4684746,5,Justin Taylor,G,"6' 6""",218 lbs,SO,"Charlottesville, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684746.png
4897004,10,Naheem McLeod,C,"7' 4""",265 lbs,JR,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897004.png
4683680,11,Chance Westry,G,"6' 6""",190 lbs,SO,"Harrisburg, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4683680.png
5113370,12,Anthony Clayton,G,"6' 0""",180 lbs,JR,"Albany, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5113370.png
4575472,13,Benny Williams,F,"6' 9""",210 lbs,JR,"Bowie, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4575472.png
4897403,14,Niko Ruffin,G,"5' 10""",170 lbs,JR,"Cresskill, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897403.png
5174289,21,William Patterson,C,"7' 2""",220 lbs,FR,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5174289.png
5105338,23,Peter Carey,C,"6' 11""",205 lbs,SO,"Sunderland, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5105338.png
4683860,24,Quadir Copeland,G,"6' 6""",200 lbs,SO,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4683860.png
4691167,30,Chaz Owens,F,"6' 5""",205 lbs,SR,"Blue Bell, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4691167.png
5174290,34,Chris Gatty,G,"6' 2""",175 lbs,FR,"Katonah, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/5174290.png
4700878,55,Mounir Hima,C,"6' 11""",230 lbs,JR,"Tillaberi, Niger",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700878.png
