play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home,away,home_time_out_remaining,away_time_out_remaining,home_favored_by,game_id,date
1,1,20:00,2400,2400,PLAY,0,0,0,24,0.8326199378178255,0.5,New Mexico,Montana,4,4,10,401166464,2019-12-01
2,1,19:36,2376,2376,Carlton Bragg Jr. missed Layup.,0,0,0,0,0.8320792690743137,0.5,New Mexico,Montana,4,4,10,401166464,2019-12-01
3,1,19:36,2376,2376,Kyle Owens Block.,0,0,0,4,0.8320792690743137,0.5,New Mexico,Montana,4,4,10,401166464,2019-12-01
4,1,19:32,2372,2372,Sayeed Pridgett Defensive Rebound.,0,0,0,10,0.8319875047501551,0.5,New Mexico,Montana,4,4,10,401166464,2019-12-01
5,1,19:22,2362,2362,Sayeed Pridgett made Three Point Jumper. Assisted by Kendal Manuel.,0,3,-3,20,0.7905769691449183,0.43297657689473573,New Mexico,Montana,4,4,10,401166464,2019-12-01
6,1,19:02,2342,2342,JaQuan Lyle made Jumper.,2,3,-1,25,0.8181667229093528,0.4773213215456886,New Mexico,Montana,4,4,10,401166464,2019-12-01
7,1,18:37,2317,2317,Kyle Owens made Jumper. Assisted by Sayeed Pridgett.,2,5,-3,21,0.7883123845438472,0.43152272424912347,New Mexico,Montana,4,4,10,401166464,2019-12-01
8,1,18:16,2296,2296,Makuach Maluach made Layup.,4,5,-1,6,0.8166580081105994,0.4768120643580826,New Mexico,Montana,4,4,10,401166464,2019-12-01
9,1,18:10,2290,2290,Kendal Manuel missed Three Point Jumper.,4,5,-1,4,0.8164549942695156,0.4767447867309777,New Mexico,Montana,4,4,10,401166464,2019-12-01
10,1,18:06,2286,2286,New Mexico Defensive Rebound.,4,5,-1,13,0.8163188387086313,0.4766998354859127,New Mexico,Montana,4,4,10,401166464,2019-12-01
11,1,17:53,2273,2273,Foul on Timmy Falls.,4,5,-1,4,0.8158718069782015,0.47655321655577,New Mexico,Montana,4,4,10,401166464,2019-12-01
12,1,17:49,2269,2269,Vance Jackson made Jumper. Assisted by JJ Caldwell.,6,5,1,16,0.8423442931191973,0.5234920529632237,New Mexico,Montana,4,4,10,401166464,2019-12-01
13,1,17:33,2253,2253,Timmy Falls missed Jumper.,6,5,1,4,0.8420412395086762,0.5236738188039088,New Mexico,Montana,4,4,10,401166464,2019-12-01
14,1,17:29,2249,2249,JaQuan Lyle Defensive Rebound.,6,5,1,12,0.8419642768530577,0.5237194237762728,New Mexico,Montana,4,4,10,401166464,2019-12-01
15,1,17:17,2237,2237,Foul on Derrick Carter-Hollinger.,6,5,1,7,0.841730450693747,0.523856604151645,New Mexico,Montana,4,4,10,401166464,2019-12-01
16,1,17:10,2230,2230,Foul on Kyle Owens.,6,5,1,2,0.8415919867594073,0.523936865765826,New Mexico,Montana,4,4,10,401166464,2019-12-01
17,1,17:08,2228,2228,JJ Caldwell Turnover.,6,5,1,24,0.8415521423911481,0.5239598284409085,New Mexico,Montana,4,4,10,401166464,2019-12-01
18,1,16:44,2204,2204,Kyle Owens missed Three Point Jumper.,6,5,1,3,0.8410639866178069,0.5242363573899839,New Mexico,Montana,4,4,10,401166464,2019-12-01
19,1,16:41,2201,2201,Makuach Maluach Defensive Rebound.,6,5,1,12,0.8410016426162469,0.5242710400022217,New Mexico,Montana,4,4,10,401166464,2019-12-01
20,1,16:29,2189,2189,Vance Jackson missed Three Point Jumper.,6,5,1,4,0.840749252780348,0.5244099985205071,New Mexico,Montana,4,4,10,401166464,2019-12-01
21,1,16:25,2185,2185,Sayeed Pridgett Defensive Rebound.,6,5,1,6,0.8406640389706896,0.5244563937823086,New Mexico,Montana,4,4,10,401166464,2019-12-01
22,1,16:19,2179,2179,Sayeed Pridgett Turnover.,6,5,1,0,0.8405351887505238,0.5245260519043405,New Mexico,Montana,4,4,10,401166464,2019-12-01
23,1,16:19,2179,2179,JJ Caldwell Steal.,6,5,1,2,0.8405351887505238,0.5245260519043405,New Mexico,Montana,4,4,10,401166464,2019-12-01
24,1,16:17,2177,2177,Technical Foul on Timmy Falls.,6,5,1,1,0.8404919621883329,0.5245492878304605,New Mexico,Montana,4,4,10,401166464,2019-12-01
25,1,16:16,2176,2176,Foul on Timmy Falls.,6,5,1,0,0.8404702967902453,0.524560908778585,New Mexico,Montana,4,4,10,401166464,2019-12-01
26,1,16:16,2176,2176,JaQuan Lyle missed Free Throw.,6,5,1,0,0.8404702967902453,0.524560908778585,New Mexico,Montana,4,4,10,401166464,2019-12-01
27,1,16:16,2176,2176,New Mexico Deadball Team Rebound.,6,5,1,0,0.8404702967902453,0.524560908778585,New Mexico,Montana,4,4,10,401166464,2019-12-01
28,1,16:16,2176,2176,JaQuan Lyle missed Free Throw.,6,5,1,0,0.8404702967902453,0.524560908778585,New Mexico,Montana,4,4,10,401166464,2019-12-01
29,1,16:16,2176,2176,New Mexico Offensive Rebound.,6,5,1,6,0.8404702967902453,0.524560908778585,New Mexico,Montana,4,4,10,401166464,2019-12-01
30,1,16:10,2170,2170,JaQuan Lyle missed Jumper.,6,5,1,0,0.8403395708998045,0.5246306745998974,New Mexico,Montana,4,4,10,401166464,2019-12-01
31,1,16:10,2170,2170,Eddy Egun Block.,6,5,1,5,0.8403395708998045,0.5246306745998974,New Mexico,Montana,4,4,10,401166464,2019-12-01
32,1,16:05,2165,2165,Sayeed Pridgett Defensive Rebound.,6,5,1,5,0.8402297060442907,0.5246888872821309,New Mexico,Montana,4,4,10,401166464,2019-12-01
33,1,16:00,2160,2160,Official TV Timeout,6,5,1,12,0.8401190424233024,0.5247471948920313,New Mexico,Montana,4,4,10,401166464,2019-12-01
34,1,15:48,2148,2148,Sayeed Pridgett missed Jumper.,6,5,1,3,0.8398502114446872,0.5248875332213728,New Mexico,Montana,4,4,10,401166464,2019-12-01
35,1,15:45,2145,2145,Vance Jackson Defensive Rebound.,6,5,1,14,0.8397822935207111,0.524922708612251,New Mexico,Montana,4,4,10,401166464,2019-12-01
36,1,15:31,2131,2131,Vance Jackson Turnover.,6,5,1,0,0.8394616190020341,0.5250873603337403,New Mexico,Montana,4,4,10,401166464,2019-12-01
37,1,15:31,2131,2131,Sayeed Pridgett Steal.,6,5,1,23,0.8394616190020341,0.5250873603337403,New Mexico,Montana,4,4,10,401166464,2019-12-01
38,1,15:08,2108,2108,Eddy Egun missed Layup.,6,5,1,0,0.8389216375947115,0.5253597437932811,New Mexico,Montana,4,4,10,401166464,2019-12-01
39,1,15:08,2108,2108,JJ Caldwell Block.,6,5,1,4,0.8389216375947115,0.5253597437932811,New Mexico,Montana,4,4,10,401166464,2019-12-01
40,1,15:04,2104,2104,Makuach Maluach Defensive Rebound.,6,5,1,6,0.838826078298542,0.5254073665373863,New Mexico,Montana,4,4,10,401166464,2019-12-01
41,1,14:58,2098,2098,Zane Martin missed Layup.,6,5,1,2,0.8386818321666271,0.5254789461174939,New Mexico,Montana,4,4,10,401166464,2019-12-01
42,1,14:56,2096,2096,Jared Samuelson Defensive Rebound.,6,5,1,9,0.8386335090990745,0.5255028453134436,New Mexico,Montana,4,4,10,401166464,2019-12-01
43,1,14:47,2087,2087,Sayeed Pridgett missed Layup.,6,5,1,5,0.8384145717997691,0.5256106398677499,New Mexico,Montana,4,4,10,401166464,2019-12-01
44,1,14:42,2082,2082,JJ Caldwell Defensive Rebound.,6,5,1,8,0.8382918962535449,0.5256707043885878,New Mexico,Montana,4,4,10,401166464,2019-12-01
45,1,14:34,2074,2074,Corey Manigault missed Layup.,6,5,1,3,0.8380940754050138,0.5257670795551526,New Mexico,Montana,4,4,10,401166464,2019-12-01
46,1,14:31,2071,2071,Sayeed Pridgett Defensive Rebound.,6,5,1,6,0.8380194064107674,0.5258033080288738,New Mexico,Montana,4,4,10,401166464,2019-12-01
47,1,14:25,2065,2065,Foul on Vance Jackson.,6,5,1,17,0.8378692771617057,0.525875911233899,New Mexico,Montana,4,4,10,401166464,2019-12-01
48,1,14:08,2048,2048,Jared Samuelson missed Jumper.,6,5,1,3,0.8374382293774973,0.5260827081986277,New Mexico,Montana,4,4,10,401166464,2019-12-01
49,1,14:05,2045,2045,JJ Caldwell Defensive Rebound.,6,5,1,21,0.8373612976083866,0.526119373149165,New Mexico,Montana,4,4,10,401166464,2019-12-01
50,1,13:44,2024,2024,Keith McGee missed Three Point Jumper.,6,5,1,1,0.8368156108993011,0.5263775259672235,New Mexico,Montana,4,4,10,401166464,2019-12-01
51,1,13:43,2023,2023,Eddy Egun Defensive Rebound.,6,5,1,0,0.8367893156956031,0.5263898859159339,New Mexico,Montana,4,4,10,401166464,2019-12-01
52,1,13:43,2023,2023,Foul on Makuach Maluach.,6,5,1,13,0.8367893156956031,0.5263898859159339,New Mexico,Montana,4,4,10,401166464,2019-12-01
53,1,13:30,2010,2010,Kendal Manuel made Layup.,6,7,-1,15,0.8052446414176289,0.4734488627503662,New Mexico,Montana,4,4,10,401166464,2019-12-01
54,1,13:15,1995,1995,Keith McGee missed Layup.,6,7,-1,2,0.8045462069119118,0.47326144895321626,New Mexico,Montana,4,4,10,401166464,2019-12-01
55,1,13:13,1993,1993,Corey Manigault Offensive Rebound.,6,7,-1,1,0.8044523332339645,0.47323634789733177,New Mexico,Montana,4,4,10,401166464,2019-12-01
56,1,13:12,1992,1992,Corey Manigault missed Layup.,6,7,-1,3,0.8044053303261921,0.4732237872853353,New Mexico,Montana,4,4,10,401166464,2019-12-01
57,1,13:09,1989,1989,Eddy Egun Defensive Rebound.,6,7,-1,1,0.8042640573627545,0.47318606490886933,New Mexico,Montana,4,4,10,401166464,2019-12-01
58,1,13:08,1988,1988,Josh Vazquez missed Layup.,6,7,-1,0,0.8042168783046533,0.4731734772131511,New Mexico,Montana,4,4,10,401166464,2019-12-01
59,1,13:08,1988,1988,Zane Martin Block.,6,7,-1,0,0.8042168783046533,0.4731734772131511,New Mexico,Montana,4,4,10,401166464,2019-12-01
60,1,13:08,1988,1988,Montana Offensive Rebound.,6,7,-1,11,0.8042168783046533,0.4731734772131511,New Mexico,Montana,4,4,10,401166464,2019-12-01
61,1,12:57,1977,1977,Foul on JJ Caldwell.,6,7,-1,8,0.8036950033134399,0.47303455912603665,New Mexico,Montana,4,4,10,401166464,2019-12-01
62,1,12:49,1969,1969,Foul on Eddy Egun.,6,7,-1,0,0.8033121137986512,0.47293299703084424,New Mexico,Montana,4,4,10,401166464,2019-12-01
63,1,12:49,1969,1969,Eddy Egun Turnover.,6,7,-1,17,0.8033121137986512,0.47293299703084424,New Mexico,Montana,4,4,10,401166464,2019-12-01
64,1,12:32,1952,1952,Makuach Maluach Turnover.,6,7,-1,0,0.8024891309411989,0.472715650157282,New Mexico,Montana,4,4,10,401166464,2019-12-01
65,1,12:32,1952,1952,Sayeed Pridgett Steal.,6,7,-1,6,0.8024891309411989,0.472715650157282,New Mexico,Montana,4,4,10,401166464,2019-12-01
66,1,12:26,1946,1946,Josh Vazquez made Three Point Jumper. Assisted by Sayeed Pridgett.,6,10,-4,2,0.7448643698733034,0.39216450163110467,New Mexico,Montana,4,4,10,401166464,2019-12-01
67,1,12:24,1944,1944,Official TV Timeout,6,10,-4,10,0.7446877489994165,0.39206581186917383,New Mexico,Montana,4,4,10,401166464,2019-12-01
68,1,12:14,1934,1934,Foul on Mack Anderson.,6,10,-4,0,0.7437998923789948,0.3915707418907502,New Mexico,Montana,4,4,10,401166464,2019-12-01
69,1,12:14,1934,1934,JJ Caldwell missed Free Throw.,6,10,-4,2,0.7437998923789948,0.3915707418907502,New Mexico,Montana,4,4,10,401166464,2019-12-01
70,1,12:12,1932,1932,Derrick Carter-Hollinger Defensive Rebound.,6,10,-4,10,0.7436213678302065,0.3914714002747156,New Mexico,Montana,4,4,10,401166464,2019-12-01
71,1,12:02,1922,1922,Josh Vazquez missed Jumper.,6,10,-4,10,0.7427243692450359,0.39097428559336717,New Mexico,Montana,4,4,10,401166464,2019-12-01
72,1,11:52,1912,1912,JJ Caldwell Defensive Rebound.,6,10,-4,6,0.7418205705551748,0.39047807723138706,New Mexico,Montana,4,4,10,401166464,2019-12-01
73,1,11:46,1906,1906,Vance Jackson missed Three Point Jumper.,6,10,-4,3,0.7412749836998608,0.39018070230175,New Mexico,Montana,4,4,10,401166464,2019-12-01
74,1,11:43,1903,1903,Derrick Carter-Hollinger Defensive Rebound.,6,10,-4,5,0.7410012483810742,0.3900320879604235,New Mexico,Montana,4,4,10,401166464,2019-12-01
75,1,11:38,1898,1898,Foul on Zane Martin.,6,10,-4,20,0.7405436147188266,0.38978447809260647,New Mexico,Montana,4,4,10,401166464,2019-12-01
76,1,11:18,1878,1878,Derrick Carter-Hollinger missed Three Point Jumper.,6,10,-4,3,0.7386951580476858,0.38879435770712584,New Mexico,Montana,4,4,10,401166464,2019-12-01
77,1,11:15,1875,1875,New Mexico Defensive Rebound.,6,10,-4,15,0.7384153718462204,0.3886457886437498,New Mexico,Montana,4,4,10,401166464,2019-12-01
78,1,11:00,1860,1860,Vance Jackson missed Three Point Jumper.,6,10,-4,3,0.7370063510111438,0.38790224004075113,New Mexico,Montana,4,4,10,401166464,2019-12-01
79,1,10:57,1857,1857,Carlton Bragg Jr. Offensive Rebound.,6,10,-4,4,0.7367225023837615,0.38775333409892104,New Mexico,Montana,4,4,10,401166464,2019-12-01
80,1,10:53,1853,1853,Foul on Kyle Owens.,6,10,-4,0,0.7363429629997682,0.38755466095210456,New Mexico,Montana,4,4,10,401166464,2019-12-01
