game_id,away,home,away_rank,home_rank,away_score,home_score,date
401369856,Duke,Ohio State,1,NA,66,71,2021-11-30
401369875,Florida State,Purdue,NA,2,65,93,2021-11-30
401371895,Presbyterian,Tennessee,NA,13,44,86,2021-11-30
401371612,Northwestern State,Houston,NA,15,58,99,2021-11-30
401372028,Maryland-Eastern Shore,UConn,NA,17,63,72,2021-11-30
401371961,Saginaw Valley,Butler,NA,NA,57,68,2021-11-30
401372998,Kentucky Christian,Radford,NA,NA,70,79,2021-11-30
401385631,Point Park,Kent State,NA,NA,41,107,2021-11-30
401373806,Summit,VMI,NA,NA,40,88,2021-11-30
401373466,Chattanooga,Tennessee Tech,NA,NA,82,65,2021-11-30
401372968,Furman,High Point,NA,NA,74,70,2021-11-30
401372676,Lancaster Bible College,Campbell,NA,NA,39,83,2021-11-30
401372627,Howard,Mount St. Mary's,NA,NA,70,72,2021-11-30
401372217,Detroit Mercy,Northeastern,NA,NA,56,66,2021-11-30
401372203,Elon,UNC Greensboro,NA,NA,61,74,2021-11-30
401372191,Long Island University,Delaware,NA,NA,67,75,2021-11-30
401371998,Longwood,Georgetown,NA,NA,83,91,2021-11-30
401371806,Old Dominion,East Carolina,NA,NA,62,63,2021-11-30
401371613,New Orleans,Texas A&M,NA,NA,65,85,2021-11-30
401370998,Davidson,Charlotte,NA,NA,75,58,2021-11-30
401370968,Sacred Heart,NJIT,NA,NA,70,75,2021-11-30
401370002,Indiana,Syracuse,NA,NA,110,112,2021-11-30
401369985,Minnesota,Pittsburgh,NA,NA,54,53,2021-11-30
401369177,Bellarmine,West Virginia,NA,NA,55,74,2021-11-30
401365262,Siena,Army,NA,NA,83,67,2021-11-30
401365260,Fairleigh Dickinson,Manhattan,NA,NA,73,78,2021-11-30
401372185,Tulane,Charleston,NA,NA,77,81,2021-11-30
401365261,Rider,Ole Miss,NA,NA,51,75,2021-11-30
401388131,Rhodes College,Western Kentucky,NA,NA,35,105,2021-11-30
401373790,Mississippi College,Samford,NA,NA,58,83,2021-11-30
401372790,Texas State,Rice,NA,NA,80,69,2021-11-30
401371751,Prairie View A&M,South Dakota State,NA,NA,90,99,2021-11-30
401365613,SIU Edwardsville,Omaha,NA,NA,75,65,2021-11-30
401365612,Presentation College,North Dakota,NA,NA,55,72,2021-11-30
401386715,Bethesda University,Dixie State,NA,NA,61,99,2021-11-30
401372003,Jackson State,Marquette,NA,NA,54,83,2021-11-30
401371780,Saint Louis,Boise State,NA,NA,86,82,2021-11-30
401371396,New Mexico,New Mexico State,NA,NA,101,94,2021-11-30
401371136,Hawai'i,Santa Clara,NA,NA,58,70,2021-11-30
401370059,Northwestern,Wake Forest,NA,NA,73,77,2021-11-30
401369929,Clemson,Rutgers,NA,NA,64,74,2021-11-30
401365611,North Dakota State,Creighton,NA,NA,55,80,2021-11-30
401372478,South Dakota,San Jos̩ State,NA,NA,52,61,2021-11-30
401372472,Long Beach State,San Diego State,NA,NA,47,72,2021-11-30
401371276,Pepperdine,Nevada,NA,NA,66,79,2021-11-30
