game_id,date,opponent,location,team_score,opp_score,record
401264123,2020-11-30,St. Andrews,H,85,51,1-0 (0-0)
401264384,2020-12-08,Jacksonville,A,80,78,2-0 (0-0)
401264433,2020-12-09,New Orleans,N,79,70,3-0 (0-0)
401264434,2020-12-10,Florida National,N,122,92,4-0 (0-0)
401262154,2020-12-16,Elon,A,56,66,4-1 (0-0)
401260344,2020-12-19,NC State,A,50,69,4-2 (0-0)
401262156,2020-12-21,UNC Wilmington,H,59,78,4-3 (0-0)
401257935,2020-12-30,Winthrop,A,83,84,4-4 (0-1)
401257936,2020-12-31,Winthrop,A,76,94,4-5 (0-2)
401266610,2021-01-04,Gardner-Webb,A,70,61,5-5 (1-2)
401266611,2021-01-05,Gardner-Webb,A,70,85,5-6 (1-3)
401257939,2021-01-09,Longwood,A,64,58,6-6 (2-3)
401257940,2021-01-10,Longwood,A,69,78,6-7 (2-4)
401257941,2021-01-14,Presbyterian,H,48,46,7-7 (3-4)
401257942,2021-01-15,Presbyterian,H,73,51,8-7 (4-4)
401277849,2021-01-19,Radford,H,91,97,8-8 (4-5)
401277850,2021-01-20,Radford,H,61,67,8-9 (4-6)
401282743,2021-01-29,Charleston Southern,H,59,58,9-9 (5-6)
401282745,2021-01-30,Charleston Southern,H,75,67,10-9 (6-6)
401286684,2021-02-11,South Carolina Upstate,H,72,71,11-9 (7-6)
401286685,2021-02-12,South Carolina Upstate,H,64,49,12-9 (8-6)
401280103,2021-02-18,Hampton,A,76,57,13-9 (9-6)
401280105,2021-02-19,Hampton,A,73,68,14-9 (10-6)
401302743,2021-02-23,High Point,H,68,48,15-9 (11-6)
401300959,2021-03-01,Gardner-Webb,H,63,57,16-9 (11-6)
401300961,2021-03-04,Radford,A,78,60,17-9 (11-6)
401300963,2021-03-07,Winthrop,A,53,80,17-10 (11-6)
