game_id,date,opponent,location,team_score,opp_score,record
401265652,2020-11-25,South Dakota State,N,71,78,1-0 (0-0)
401256505,2020-11-26,VCU,N,66,70,2-0 (0-0)
401256508,2020-11-27,Western Kentucky,N,64,87,3-0 (0-0)
401265679,2020-12-02,Gonzaga,N,80,82,3-1 (0-0)
401259855,2020-12-06,Georgetown,A,71,62,4-1 (0-0)
401254082,2020-12-11,North Texas,H,50,87,5-1 (0-0)
401254083,2020-12-13,Richmond,H,71,70,6-1 (0-0)
401253835,2020-12-18,Iowa State,H,65,79,7-1 (1-0)
401253838,2020-12-22,Kansas,A,73,65,7-2 (1-1)
401254084,2020-12-29,Northeastern,H,51,75,8-2 (1-1)
401253843,2021-01-02,Oklahoma,A,87,71,8-3 (1-2)
401253845,2021-01-04,Oklahoma State,A,84,72,9-3 (2-2)
401253854,2021-01-09,Texas,H,69,70,9-4 (2-3)
401253855,2021-01-23,Kansas State,A,47,88,10-4 (3-3)
401253876,2021-01-25,Texas Tech,H,87,85,11-4 (4-3)
401254085,2021-01-30,Florida,H,76,80,11-5 (4-3)
401252509,2021-02-02,Iowa State,A,72,91,12-5 (5-3)
401254038,2021-02-06,Kansas,H,79,82,13-5 (6-3)
401253887,2021-02-09,Texas Tech,A,71,91,14-5 (7-3)
401254065,2021-02-13,Oklahoma,H,84,90,14-6 (7-4)
401253891,2021-02-20,Texas,A,82,74,15-6 (8-4)
401253897,2021-02-23,TCU,A,66,65,16-6 (9-4)
401277464,2021-02-27,Kansas State,H,43,94,17-6 (10-4)
401306653,2021-03-02,Baylor,H,76,89,17-7 (10-5)
401306753,2021-03-04,TCU,H,67,85,18-7 (11-5)
401306793,2021-03-06,Oklahoma State,H,72,80,18-8 (11-6)
401301729,2021-03-11,Oklahoma State,N,NA,69,18-9 (11-6)
401310899,2021-03-19,Morehead State,N,NA,79,truTV
