game_id,date,opponent,location,team_score,opp_score,record
401252794,2020-11-25,Charleston,H,60,78,1-0 (0-0)
401255064,2020-11-30,UNLV,N,51,67,2-0 (0-0)
401256578,2020-12-01,Stanford,N,63,69,3-0 (0-0)
401256579,2020-12-02,Texas,N,93,67,3-1 (0-0)
401256095,2020-12-08,Iowa,A,73,80,3-2 (0-0)
401268610,2020-12-12,North Carolina Central,H,67,75,4-2 (0-0)
401270409,2020-12-19,Kentucky,N,63,79,5-2 (0-0)
401260181,2020-12-22,NC State,A,72,76,5-3 (0-1)
401265053,2020-12-30,Georgia Tech,A,66,67,5-4 (0-2)
401274413,2021-01-02,Notre Dame,H,65,67,6-4 (1-2)
401265057,2021-01-05,Miami,A,65,81,7-4 (2-2)
401260205,2021-01-12,Syracuse,H,75,82,8-4 (3-2)
401260220,2021-01-16,Florida State,A,80,75,8-5 (3-3)
401265074,2021-01-20,Wake Forest,H,73,86,9-5 (4-3)
401260236,2021-01-23,NC State,H,76,75,10-5 (5-3)
401265077,2021-01-26,Pittsburgh,A,65,63,11-5 (6-3)
401265082,2021-02-02,Clemson,A,91,50,11-6 (6-4)
401260262,2021-02-06,Duke,A,87,60,12-6 (7-4)
401260267,2021-02-13,Virginia,A,82,48,12-7 (7-5)
401265094,2021-02-17,Northeastern,H,62,99,13-7 (7-5)
401260292,2021-02-20,Louisville,H,54,83,14-7 (8-5)
401265101,2021-02-24,Marquette,H,78,70,14-8 (8-5)
401260305,2021-02-27,Florida State,H,70,72,15-8 (9-5)
401260309,2021-03-01,Syracuse,A,91,70,15-9 (9-6)
401260322,2021-03-06,Duke,H,73,101,16-9 (10-6)
401300970,2021-03-10,Notre Dame,N,59,81,17-9 (10-6)
401301254,2021-03-11,Virginia Tech,N,73,69,18-9 (10-6)
401301256,2021-03-12,Florida State,N,NA,66,18-10 (10-6)
401310911,2021-03-19,Wisconsin,N,NA,79,CBS
