game_id,date,opponent,location,team_score,opp_score,record
223302433,2002-11-26,Centenary,H,65,80,0-1 (0-0)
223362433,2002-12-02,Tougaloo,H,85,80,1-1 (0-0)
223412113,2002-12-07,Centenary,A,71,92,1-2 (0-0)
223450239,2002-12-11,Baylor,A,74,79,1-3 (0-0)
223482628,2002-12-14,TCU,A,90,79,2-3 (0-0)
223510145,2002-12-17,Ole Miss,A,57,80,2-4 (0-0)
223560245,2002-12-22,Texas A&M,A,66,107,2-5 (0-0)
223622433,2002-12-28,Stephen F. Austin,H,72,82,2-6 (0-1)
223642447,2002-12-30,Nicholls,A,69,60,3-6 (1-1)
230022433,2003-01-02,Texas State,H,77,74,4-6 (2-1)
230042433,2003-01-04,UTSA,H,65,82,4-7 (2-2)
230112377,2003-01-11,McNeese,A,66,81,4-8 (2-3)
230162433,2003-01-16,Nicholls,H,75,52,5-8 (3-3)
230182433,2003-01-18,SE Louisiana,H,74,67,6-8 (4-3)
230232534,2003-01-23,Sam Houston State,A,66,83,6-9 (4-4)
230252320,2003-01-25,Lamar,A,56,81,6-10 (4-5)
230302433,2003-01-30,McNeese,H,58,50,7-10 (5-5)
230322433,2003-02-01,UT Arlington,H,62,78,7-11 (5-6)
230370326,2003-02-06,Texas State,A,87,102,7-12 (5-7)
230392636,2003-02-08,UTSA,A,71,61,8-12 (6-7)
230462466,2003-02-15,Northwestern State,A,75,63,9-12 (7-7)
230512545,2003-02-20,SE Louisiana,A,70,58,10-12 (8-7)
230532433,2003-02-22,Northwestern State,H,78,83,10-13 (8-8)
230582433,2003-02-27,Sam Houston State,H,78,71,11-13 (9-8)
230602433,2003-03-01,Lamar,H,80,52,12-13 (10-8)
230642617,2003-03-05,Stephen F. Austin,A,58,66,12-14 (10-9)
230660250,2003-03-07,UT Arlington,A,84,85,12-15 (10-10)
230690326,2003-03-10,Texas State,A,85,94,12-16 (10-10)
