game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,shot_x,shot_y,shot_team,shot_outcome,shooter,assist,three_pt,free_throw,possession_before,possession_after,win_prob_naive
401166544,2020-01-20,Portland State,Weber State,1,1,20:00,2400,2400,PLAY,0,0,0,0,0.6368015250238931,0.5,4,4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Portland State,NA
401166544,2020-01-20,Portland State,Weber State,2,1,19:43,2383,2383,Sal Nuhu missed Jumper.,0,0,0,17,0.6365802602971954,0.5,4,4,3.5,NA,NA,Portland State,missed,Sal Nuhu,NA,FALSE,FALSE,Portland State,Weber State,NA
401166544,2020-01-20,Portland State,Weber State,3,1,19:39,2379,2379,KJ Cunningham Defensive Rebound.,0,0,0,4,0.6365275346116029,0.5,4,4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,Portland State,Weber State,NA
401166544,2020-01-20,Portland State,Weber State,4,1,19:36,2376,2376,Jerrick Harding missed Three Point Jumper.,0,0,0,3,0.6364878225945194,0.5,4,4,3.5,NA,NA,Weber State,missed,Jerrick Harding,NA,TRUE,FALSE,Weber State,Portland State,NA
401166544,2020-01-20,Portland State,Weber State,5,1,19:31,2371,2371,Alonzo Walker Defensive Rebound.,0,0,0,5,0.6364213145558376,0.5,4,4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,Weber State,Portland State,NA
401166544,2020-01-20,Portland State,Weber State,6,1,19:25,2365,2365,Alonzo Walker made Layup. Assisted by Holland Woods.,2,0,2,6,0.6767923749449357,0.5447677378565356,4,4,3.5,NA,NA,Portland State,made,Alonzo Walker,Holland Woods,FALSE,FALSE,Portland State,Weber State,NA
401166544,2020-01-20,Portland State,Weber State,7,1,19:06,2346,2346,Cody John made Jumper.,2,2,0,19,0.6360826555424841,0.5,4,4,3.5,NA,NA,Weber State,made,Cody John,NA,FALSE,FALSE,Weber State,Portland State,NA
401166544,2020-01-20,Portland State,Weber State,8,1,18:44,2324,2324,Markus Golder missed Three Point Jumper.,2,2,0,22,0.635775996123961,0.5,4,4,3.5,NA,NA,Portland State,missed,Markus Golder,NA,TRUE,FALSE,Portland State,Weber State,NA
401166544,2020-01-20,Portland State,Weber State,9,1,18:40,2320,2320,KJ Cunningham Defensive Rebound.,2,2,0,4,0.6357193507848055,0.5,4,4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,Portland State,Weber State,NA
401166544,2020-01-20,Portland State,Weber State,10,1,18:32,2312,2312,Cody John missed Jumper.,2,2,0,8,0.6356052270166567,0.5,4,4,3.5,NA,NA,Weber State,missed,Cody John,NA,FALSE,FALSE,Weber State,Portland State,NA
401166544,2020-01-20,Portland State,Weber State,11,1,18:29,2309,2309,Alonzo Walker Defensive Rebound.,2,2,0,3,0.6355621423467581,0.5,4,4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,Weber State,Portland State,NA
401166544,2020-01-20,Portland State,Weber State,12,1,18:19,2299,2299,Holland Woods missed Jumper.,2,2,0,10,0.6354173808357699,0.5,4,4,3.5,NA,NA,Portland State,missed,Holland Woods,NA,FALSE,FALSE,Portland State,Weber State,NA
401166544,2020-01-20,Portland State,Weber State,13,1,18:16,2296,2296,Kham Davis Defensive Rebound.,2,2,0,3,0.6353736062233248,0.5,4,4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,Portland State,Weber State,NA
401166544,2020-01-20,Portland State,Weber State,14,1,18:10,2290,2290,Cody John made Layup. Assisted by Kham Davis.,2,4,-2,6,0.5911651020103027,0.45358996855980643,4,4,3.5,NA,NA,Weber State,made,Cody John,Kham Davis,FALSE,FALSE,Weber State,Portland State,NA
401166544,2020-01-20,Portland State,Weber State,15,1,17:41,2261,2261,Alonzo Walker missed Jumper.,2,4,-2,29,0.5900765180339536,0.4529390880246341,4,4,3.5,NA,NA,Portland State,missed,Alonzo Walker,NA,FALSE,FALSE,Portland State,Portland State,NA
401166544,2020-01-20,Portland State,Weber State,16,1,17:36,2256,2256,Markus Golder Offensive Rebound.,2,4,-2,5,0.5898863945696726,0.4528261357226131,4,4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,Portland State,Portland State,NA
401166544,2020-01-20,Portland State,Weber State,17,1,17:36,2256,2256,Markus Golder made Layup.,4,4,0,0,0.6347743306280808,0.5,4,4,3.5,NA,NA,Portland State,made,Markus Golder,NA,FALSE,FALSE,Portland State,Weber State,NA
401166544,2020-01-20,Portland State,Weber State,18,1,17:15,2235,2235,Jerrick Harding missed Three Point Jumper.,4,4,0,21,0.634447768839166,0.5,4,4,3.5,NA,NA,Weber State,missed,Jerrick Harding,NA,TRUE,FALSE,Weber State,Portland State,NA
401166544,2020-01-20,Portland State,Weber State,19,1,17:11,2231,2231,Sal Nuhu Defensive Rebound.,4,4,0,4,0.6343846094642729,0.5,4,4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,Weber State,Portland State,NA
401166544,2020-01-20,Portland State,Weber State,20,1,17:05,2225,2225,Sal Nuhu made Jumper. Assisted by Holland Woods.,6,4,2,6,0.6776000718837305,0.5478783353676469,4,4,3.5,NA,NA,Portland State,made,Sal Nuhu,Holland Woods,FALSE,FALSE,Portland State,Weber State,NA
