player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
J. Wilkins,F,20,0,1,0,0,1,2,0,2,2,0,0,0,2,3,1,TRUE,2016-02-18,CSU Bakersfield,H
P. Siakam,F,38,1,12,0,0,3,4,3,9,12,3,1,7,2,4,5,TRUE,2016-02-18,CSU Bakersfield,H
J. Pennie,G,31,2,8,1,5,1,1,1,4,5,2,0,1,2,3,6,TRUE,2016-02-18,CSU Bakersfield,H
M. Taylor,G,27,3,10,1,4,4,4,1,5,6,1,0,1,4,5,11,TRUE,2016-02-18,CSU Bakersfield,H
I. Baker,G,34,3,8,2,5,8,12,0,8,8,1,1,0,1,2,16,TRUE,2016-02-18,CSU Bakersfield,H
T. Bhullar,C,21,4,5,0,0,1,6,4,3,7,1,0,0,1,1,9,FALSE,2016-02-18,CSU Bakersfield,H
S. Ndir,G,6,1,3,0,2,0,0,0,0,0,0,0,0,0,1,2,FALSE,2016-02-18,CSU Bakersfield,H
B. Huggins,G,17,3,4,2,2,4,4,0,2,2,0,0,0,1,1,12,FALSE,2016-02-18,CSU Bakersfield,H
R. Browne,G,6,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,FALSE,2016-02-18,CSU Bakersfield,H
TEAM,NA,NA,17,51,6,18,23,35,10,35,45,8,2,9,14,20,63,FALSE,2016-02-18,CSU Bakersfield,H
