number,name,position,height,weight,class,hometown
0,Tyler Foster,G,"6' 5""",190 lbs,SO,"Baltimore, MD"
1,Jamir Thomas,F,"6' 8""",250 lbs,JR,"Passaic, NJ"
2,Jelani Simmons,G,"6' 5""",190 lbs,SO,"Columbus, OH"
3,Darius Quisenberry,G,"6' 1""",186 lbs,SO,"Springfield, OH"
4,Kenny Ganley Jr.,G,"6' 4""",195 lbs,FR,"Brecksville, OH"
5,Christian Bentley,G,"6' 3""",200 lbs,JR,"Brampton, ON"
11,Daniel Ogoro,G,"6' 5""",190 lbs,FR,"London, England"
13,Donel Cathcart III,G,"6' 5""",190 lbs,SR,"Buffalo, NY"
20,Geoff Hamperian,G,"6' 4""",200 lbs,SO,"Morgantown, WV"
22,Devin Morgan,G,"5' 10""",212 lbs,SR,"Chester, VA"
23,Olamide Pedersen,F,"6' 9""",209 lbs,SO,"Bronshoj, Denmark"
25,Mohamed Konate,F,"6' 4""",210 lbs,SO,"Bamako, Mali"
31,Michael Akuchie,F,"6' 8""",212 lbs,JR,"Plantation, FL"
32,Garrett Covington,G,"6' 5""",216 lbs,JR,"Carmel, IN"
33,Naz Bohannon,F,"6' 6""",230 lbs,JR,"Lorain, OH"
34,Justin Bofenkamp,G,"6' 0""",184 lbs,SO,"Vienna, OH"
