number,name,position,height,weight,class,hometown
0,Jay Jay Chandler,G,"6' 4""",180 lbs,JR,"Katy, TX"
1,Savion Flagg,G,"6' 7""",223 lbs,JR,"Alvin, TX"
3,Quenton Jackson,G,"6' 5""",171 lbs,JR,"Los Angeles, CA"
5,Emanuel Miller,F,"6' 7""",213 lbs,FR,"Scarborough, ON"
10,Everett Vaughn,F,"6' 10""",237 lbs,FR,"Bellaire, TX"
11,Wendell Mitchell,G,"6' 3""",183 lbs,SR,"Rockdale, TX"
12,Mark French,G,"5' 8""",162 lbs,SR,"Frisco, TX"
13,Cashius McNeilly,G,"6' 4""",191 lbs,FR,"Scarborough, ON"
15,Jonathan Aku,F,"6' 10""",245 lbs,FR,"Kaduna, Nigeria"
20,Andre Gordon,G,"6' 2""",185 lbs,FR,"Sidney, OH"
21,Zach Walker,G,"6' 4""",195 lbs,SO,"Deer Park, TX"
25,Bakari Simmons,F,"6' 4""",210 lbs,FR,"Chicago, IL"
31,Luke McGhee,F,"6' 10""",250 lbs,SO,"San Antonio, TX"
32,Josh Nebo,F,"6' 9""",245 lbs,SR,"Houston, TX"
35,Yavuz Gultekin,F,"6' 7""",201 lbs,FR,"Ismire, Turkey"
