number,name,position,height,weight,class,hometown
0,Jihar Williams,G,"6' 5""",201 lbs,JR,"Baltimore, MD"
1,Thornton Scott,G,"6' 4""",177 lbs,SO,"Glen Cove, NY"
2,Tyler Hamilton,G,"6' 4""",210 lbs,SR,"Atlanta, GA"
4,Miodrag Dronjak,G,"6' 2""",185 lbs,JR,"Kladovo, Serbia"
5,Bryce Barnes,G,"5' 11""",189 lbs,SR,"Chicago, IL"
10,Rainers Hermanovskis,G,"6' 4""",204 lbs,FR,"Smiltene, Latvia"
11,Andy Van Vliet,F,"7' 0""",231 lbs,SR,"Antwerp, Belgium"
12,Luke Loewe,G,"6' 4""",188 lbs,JR,"Fond Du Lac, WI"
13,Nathan Knight,F,"6' 10""",253 lbs,SR,"Syracuse, NY"
15,Miguel Ayesa,G,"6' 4""",195 lbs,FR,"Madrid, Spain"
21,Quinn Blair,F,"6' 6""",218 lbs,SO,"Livonia, MI"
22,Thatcher Stone,G,"6' 6""",190 lbs,FR,"Medford, MA"
24,Austin Washburn,G,"6' 3""",168 lbs,SO,"Powhatan, VA"
30,Mehkel Harvey,F,"6' 9""",221 lbs,SO,"Huntington Beach, CA"
35,Ben Wight,F,"6' 8""",200 lbs,FR,"Columbus, OH"
