number,name,position,height,weight,class,hometown
0,Kyle Lofton,G,"6' 3""",190 lbs,SO,"Hillside, NJ"
1,Dominick Welch,G,"6' 5""",198 lbs,SO,"Buffalo, NY"
2,Robert Carpenter,F,"6' 8""",215 lbs,FR,"Detroit, MI"
3,Alpha Okoli,G,"6' 5""",200 lbs,SO,"Los Angeles, CA"
4,Matt Johnson,G,"6' 4""",180 lbs,JR,"Baltimore, MD"
5,Jaren English,G,"6' 4""",205 lbs,SO,"Romulus, MI"
10,Bobby Planutis,F,"6' 8""",200 lbs,SO,"Hazleton, PA"
11,Alejandro Vasquez,G,"6' 3""",200 lbs,FR,"Queens, NY"
21,Osun Osunniyi,C,"6' 10""",215 lbs,SO,"Pleasantville, NJ"
23,Malik Lacewell,G,"6' 2""",160 lbs,FR,"Brooklyn, NY"
32,Amadi Ikpeze,C,"6' 10""",240 lbs,SR,"Buffalo, NY"
33,Jalen Adaway,G,"6' 5""",200 lbs,JR,"Logansport, IN"
35,Justin Winston,F,"6' 8""",215 lbs,FR,"West Orange, NJ"
